AOC date,Published date,Tender description,Org name,Area,Type of Work,Purchase type,Contract value,Supplier,Number of bids,type of tender,
25-Jul-2020 12:00 AM,11-May-2020 12:00 AM,DISINFECTANT MATERIALS COVID19/ 20000018-HB-12351 / 358097,HINDUSTAN PETROLEUM CORPORATION LTD,,Goods,Covid prevention,233050,BALTARU NURSERY,4,Limited,
25-Jul-2020 12:00 AM,11-May-2020 12:00 AM,SPRINKLER SYSTEM COVID-19/ 20000019-HB-12351 / 358065,HINDUSTAN PETROLEUM CORPORATION LTD,,Works,Covid prevention,276900,VISHWA ENGINEERING,4,,
09-Jun-2020 12:00 AM,08-May-2020 2:00 PM,GE/U(N)-20/2020-21 PROVN OF ALUMINIUM PARTITION CUM NURSING DUTY STATION INSOLATION WARDS FOR COVID-19 PATIENT IN BLDG NO T-195B T-196A AND T-196B AT CH(NC) UNDER AGE B/R-I OF GE (NORTH) UDHAMPUR UNDER PARA 35 OF DWP-2007 / GE/U(N)-20/2020-21 / 2020_MES_343409_1,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE NC AND CE UDHAMPUR ZONE - MES||CWE UDHAMPUR - MES||GE(NORTH) UDHAMPUR - MES,Udhampur,Works,Covid ward,817505,Kerni Electricals,8,,
23-May-2020 12:00 AM,07-May-2020 4:40 PM,"Provision of Hand Sanitizer, Disinfectant, Signages, Thermal Screener, Q-manager, Mist Sprayer, Fogger, etc for COVID-19 at Guwahati Airport/ AAI/NER/RHQ/Engg (C)/GHY/COVID/2020/ / 2020_AAI_47779_1",Airports Authority of India||North East Region - AAI||RHQ-NER - AAI||ENGG CIVIL-NER - AAI,Guwahati,Works,Covid Information,4686995,Pradip Advertising and Co.,7,"200- thermometer
sodium hypochlorite 60/ltr
sanitizer - 225/ltr",
20-May-2020 12:00 AM,04-May-2020 6:00 PM,"Additional/Alteration to the rooms adjacent to existing ICU ward in Bldg No P-1 (Ground Floor) for creation of HDU, COVID-19 lab and toilet and bathroom facilities at MH Allahabad/ 8889/E8 / 2020_MES_342637_1",E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE CC AND CE LUCKNOW ZONE - MES||CWE ALLAHABAD - MES||GE (W) ALLAHABAD - MES,Lucknow,Works,Covid ward,1566000,M/S SS Tarders,8,,
04-Aug-2020 12:00 AM,01-May-2020 11:00 AM,PROCUREMENT OF XPERT XPRESS SARS COV2 KIT FOR COVID19 TESTING/ DGLP/PAC223/COVIDXPERT/20-21 / 2020_ARMY_342005_1,IHQ of MoD (Army)-(OSCC)||AREA HQ-IHQ of MoD (Army)-(OSCC)||DELHI AREA-AREA HQ-IHQ of MoD (Army)-(OSCC)||BASE HOSPITAL-IHQ OF MOD(Army),Delhi,Goods,Covid Detection,8397648,Biocyte India,1,,
01-Jun-2020 12:00 AM,30-Apr-2020 3:00 PM,PROVISION OF OXYGEN PIPE SYSTEM IN COVID TREATMENT FACILITIES AT 7 AFH KANPUR CANTT/ GE(AF)/CHK/T-03 OF 2020-21 / 2020_MES_341911_1,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CESC AND CE (AF) NAGPUR - MES||CWE (AF) CHAKERI - MES||GE B/R AF CHAKERI - MES,Nagpur,Works,Covid ward,1231650,M/s R.V. Constructions,8,,
12-May-2020 12:00 AM,26-Apr-2020 12:00 AM,SPLY OF MATERIAL - COVID 19/ 20000001-HB-11412 / 341081,HINDUSTAN PETROLEUM CORPORATION LTD,,Goods,Covid prevention,190690,DHRUV ENTERPRISE,2,Limited,
18-May-2020 12:00 AM,23-Apr-2020 9:30 AM,Processing of Real Time PCR for COVID -19 pandemic/ NEIGR/SP/OT/E -03/2020 -21 / 2020_NES_556228_1,"Department of Health, North East Section,MHFW||NEIGRIHMS, Shillong,MHFW,NES||Store and Procurement Section,HQ NEIGRIHMS,MHFW",Shillong,Services,Covid Detection,2206600,Elke Drugs Distributor,7,The price of rtpcr machine - qiagen,
16-May-2020 12:00 AM,22-Apr-2020 2:00 PM,PROVN OF CENTRAL MEDICAL GAS PIPELINE SYSTEM PARTITIONS TO BLDG NO E103 E98 ICU AT MH FOR CREATION OF COVID19 HOSPITAL UNDER PARA 35 DWP 2007 UNDER GE GOLCONDA/ CA No. GE/Gol/Token 02 of 2020-2021 / 2020_MES_340097_1,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||ADG (PROJECTS) CHENNAI AND CE CHENNAI ZONE - MES||CWE SECUNDERABAD No 2 - MES||GE GOLCONDA - MES,Chennai,Works,Covid ward,2588634,R G NAIDU CIVIL CONTRACTOR AND BUILDERS,8,,
28-Apr-2020 12:00 AM,18-Apr-2020 3:00 PM,PROVN OF PIPED MEDICAL GAS AND VACUUM PIPE FOR HDU AND SURGICAL -II WARD (COVID-19) AT MH JODHPUR/ 8623/E8 / 2020_MES_339541_1,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CESC AND CE JODHPUR ZONE - MES||CWE(ARMY) JODHPUR - MES||GE SHIKARGARH - MES,Jodhpur,Works,Covid ward,1290100,FSB Services,8,,
18-May-2020 12:00 AM,18-Apr-2020 9:00 AM,"REPAIR/ REPLACEMENT AND REROUTING OF EXTERNAL ELECTRIC SUPPLY SYSTEM FROM GE CENTER TO ACUTE CARE N-COVID-19 ISOLATION WARDS INCLUDING REPLACEMENT TO LT PANEL, LT CABLES AND OTHER CONNECTED ITEMS AT BASE HOSPITAL DELHI CANTT-10/ 3004/Q/05/E3 / 2020_MES_338765_2",E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE WC and CE DELHI ZONE-MES||CWE NEW DELHI-MES||GE E/M BASE HOSPITAL DELHI CNATT-MES,Delhi,Works,Covid ward,589000,Vishal Traders,7,,
04-May-2020 12:00 AM,18-Apr-2020 12:00 AM,COVID19_PROTECTION KIT/ 20000013-HA-12351 / 333655,HINDUSTAN PETROLEUM CORPORATION LTD,,Goods,Covid prevention,306800,GREEN TECH E-SOLUTIONS,3,,
04-May-2020 12:00 AM,18-Apr-2020 12:00 AM,CANTEEN SERVICES FOR COVID-19/ 20000009-HA-12351 / 333659,HINDUSTAN PETROLEUM CORPORATION LTD,,Services,Covid Diet,1876000,TAHER TEA HOUSE & CANTEEN,4,,
14-Jul-2020 12:00 AM,17-Apr-2020 1:30 PM,Processing of Air Decontamination Unit for COVID -19 pandemic/ NEIGR/SP/OT/E -01/2020 -21 / 2020_NES_555685_1,"Department of Health, North East Section,MHFW||NEIGRIHMS, Shillong,MHFW,NES||Store and Procurement Section,HQ NEIGRIHMS,MHFW",Shillong,Goods,Covid prevention,9440000,Novoxis,1,,
06-May-2020 12:00 AM,16-Apr-2020 12:00 AM,COVID 19 SAFETY KITS/ 20000003-HB-12982 / 333650,HINDUSTAN PETROLEUM CORPORATION LTD,,Goods,Covid prevention,125150,S.V.L ENGINEERING WORKS,4,,
01-May-2020 12:00 AM,15-Apr-2020 9:00 AM,"REPAIR/REPLACEMENT OF MONITOR STAND FOR ELECTRO-MEDICAL MONITOR FOR VENTILATORS, SUCTION AND OTHER ELECTRO-MEDICAL EQUIPMENT/ DEVICES IN ACUTE CARE N-COVID ISOLATION WARDS T-7, T-8 AND T-3 (EBOLA WARD, SURGICAL IV AND SKIN WARD) AT BASE HOSPITAL DELH/ 3004/Q/06/E3 / 2020_MES_338766_1",E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE WC and CE DELHI ZONE-MES||CWE NEW DELHI-MES||GE E/M BASE HOSPITAL DELHI CNATT-MES,Delhi,Works,Covid ward,290400,Singh Associates,8,,
29-Apr-2020 12:00 AM,13-Apr-2020 12:00 AM,FOOD DURING COVID LOCKDOWN/ 20000008-HB-12107 / 332126,HINDUSTAN PETROLEUM CORPORATION LTD,,Services,Covid diet,520000,NEERAJ,2,Limited,
01-May-2020 12:00 AM,13-Apr-2020 12:00 AM,FOODANDSANITIZER COVID19@ILBP/ 20000002-HB-12355 / 332427,HINDUSTAN PETROLEUM CORPORATION LTD,,Goods,Covid prevention,440360,MOHAN ART,3,Limited,
06-May-2020 12:00 AM,12-Apr-2020 12:00 AM,CSR DURING COVID-19/ 20000001-HB-12248 / 337401,HINDUSTAN PETROLEUM CORPORATION LTD,,-,Covid prevention,143200,BALAJI ENTERPRISES,3,Limited,
28-Apr-2020 12:00 AM,11-Apr-2020 2:00 PM,"SPECIAL REPAIRS TO BLDG NO BI-04, BI-06 AND FAMILY WARD I AND II OF BASE HOSP BARRACKPORE TO MEET REQMT OF COVID HOSPITAL UNDER GE BARRACKPORE/ 8145/03/2020-21/E8 / 2020_MES_338497_1",E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE EC AND CE KOLKATA ZONE - MES||CWE (SUBURB) BARRACKPORE - MES,Kolkata,Works,Covid ward,6600000,BUSINESS SYNDICATE,7,,
24-Apr-2020 12:00 AM,08-Apr-2020 9:00 AM,"MISC REPAIR/REPLACEMENT OF MEDICAL GAS PIPELINE, INCLUDING CONNECTED ITEMS AT COVID-19 ISOLATION WARD (SKIN ISOLATION WARD) T-3 AT BASE HOSPITAL DELHI CANTT-10/ 3004/Q/02/E3 / 2020_MES_337864_1",E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE WC and CE DELHI ZONE-MES||CWE NEW DELHI-MES||GE E/M BASE HOSPITAL DELHI CNATT-MES,Delhi,Works,Covid ward,541224,RUCHIKA ENGG.WORKS,8,,
24-Apr-2020 12:00 AM,08-Apr-2020 9:00 AM,"REPAIR/ REPLACEMENT OF MEDICAL GAS OXYGEN PIPELINE, VALVES, GAS MANIFOLD AND OTHER CONNECTED ITEMS AT COVID 19 ISOLATION WARDS (SURGICAL-IV AND DENGUE WARD) T-8 AND T-4 AT BASE HOSPITAL UNDER GE E/M BASE HOSPITAL DELHI CANTT-10/ 3004/Q/01/E3 / 2020_MES_337861_1",E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE WC and CE DELHI ZONE-MES||CWE NEW DELHI-MES||GE E/M BASE HOSPITAL DELHI CNATT-MES,Delhi,Works,Covid ward,580972,RUCHIKA ENGG.WORKS,9,,
17-Oct-2020 12:00 AM,07-Apr-2020 2:00 PM,PROCUREMENT OF URGENT ITEMS RELATED TO COVID 19 PANDEMIC/ CFA/COVID19/RFP01/ANAES/20-21 / 2020_ARMY_337759_1,IHQ of MoD (Army)-(OSCC)||AREA HQ-IHQ of MoD (Army)-(OSCC)||DELHI AREA-AREA HQ-IHQ of MoD (Army)-(OSCC)||BASE HOSPITAL-IHQ OF MOD(Army),Delhi,Goods,Covid prevention,1150141,"Ansh Therapeutics Pvt Ltd,Continental Drug Stores",3,,
14-Jul-2020 12:00 AM,07-Apr-2020 12:00 AM,COVID-19 Protection KIT/ 20000005-HB-12760 / 367596,HINDUSTAN PETROLEUM CORPORATION LTD,,Goods,Covid prevention,32700,G GURUNATHAN,2,,
13-Apr-2020 12:00 AM,06-Apr-2020 12:00 AM,Supply of Utilities- COVID-19/ 20000001-HB-12356 / 336334,HINDUSTAN PETROLEUM CORPORATION LTD,,Goods,Covid prevention,980000,SARVODAYA STORES,2,Limited,
13-Apr-2020 12:00 AM,06-Apr-2020 12:00 AM,Supply of Utilities- COVID-19/ 20000001-HB-12356 / 336343,HINDUSTAN PETROLEUM CORPORATION LTD,,Goods,Covid prevention,980000,SARVODAYA STORES,5,Limited,
17-Apr-2020 12:00 AM,06-Apr-2020 12:00 AM,Protection Kits for COVID-19/ 20000001-HA-12603 / 328237,HINDUSTAN PETROLEUM CORPORATION LTD,,Services,Covid prevention,189600,PRAVEEN INTELLIGENCE SECURITY,3,Limited,
11-Apr-2020 12:00 AM,03-Apr-2020 12:00 AM,COVID-19 PROTECTION KITS/ 20000001-HB-12607 / 341056,HINDUSTAN PETROLEUM CORPORATION LTD,,goods,Covid prevention,218960,ADRIJA ENTERPRISE,2,Limited,
07-May-2020 12:00 AM,03-Apr-2020 12:00 AM,Fumigation and SterlizationCOVID19/ 20000001-HB-11584 / 334577,HINDUSTAN PETROLEUM CORPORATION LTD,,services,Covid prevention,354400,EXCEL PEST CONTROL,1,Limited,
09-Apr-2020 12:00 AM,01-Apr-2020 12:00 AM,PROTECTION KITS - COVID 19/ 19000087-HB-12753 / 327944,HINDUSTAN PETROLEUM CORPORATION LTD,,goods,Covid prevention,211750,SRI SAI FLEX ENGINEERING CONTRACTORS,4,Limited,
03-Apr-2020 12:00 AM,31-Mar-2020 12:00 AM,Emergency Supplies for COVID19/ 19000116-HA-12608 / 323997,HINDUSTAN PETROLEUM CORPORATION LTD,,goods,Covid prevention,233875,MAA KALI ENTERPRISES,1,Limited,
08-Apr-2020 12:00 AM,31-Mar-2020 12:00 AM,Protection kits for COVID-19/ 19000113-HB-12531 / 325199,HINDUSTAN PETROLEUM CORPORATION LTD,,goods,Covid prevention,234486,C B MARKETING SERVICES,1,Limited,
16-Apr-2020 12:00 AM,31-Mar-2020 12:00 AM,COVID19_PROTECTION KIT_CHAKAN/ 19000066-HB-12352 / 328540,HINDUSTAN PETROLEUM CORPORATION LTD,,goods,Covid prevention,444500,SIDDHARTH ENTERPRISES,3,Limited,
06-Apr-2020 12:00 AM,31-Mar-2020 12:00 AM,SUP OF PROTECTION KITS COVID19/ 19000096-HB-12435 / 324586,HINDUSTAN PETROLEUM CORPORATION LTD,,goods,Covid prevention,163919.55,UNIVERSAL MECHANICAL,2,Limited,
18-May-2020 12:00 AM,29-Mar-2020 12:00 AM,ESSENTIALS FOR COVID19/ 19000101-HB-12602 / 338579,HINDUSTAN PETROLEUM CORPORATION LTD,,goods,Covid prevention,241300,CHOUDHARY & SONS,3,Limited,
11-Apr-2020 12:00 AM,28-Mar-2020 12:00 AM,COVID-19 items/prevention/ 19000120-HA-12101 / 327927,HINDUSTAN PETROLEUM CORPORATION LTD,,goods,Covid prevention,247250,RANGLOK,3,Limited,
08-Aug-2020 12:00 AM,25-Mar-2020 12:00 PM,PROCUREMENT OF COVID-19/ MS(PC)/RFP80/COVID19/19-20 / 2020_ARMY_336230_1,IHQ of MoD (Army)-(OSCC)||AREA HQ-IHQ of MoD (Army)-(OSCC)||DELHI AREA-AREA HQ-IHQ of MoD (Army)-(OSCC)||BASE HOSPITAL-IHQ OF MOD(Army),Delhi,Goods,Covid prevention,29268760,"MONARCH SCIENTIFIC,Embee Diagnostics Pvt Ltd,Prakash Medicos,SMPL Life Sciences Pvt. Ltd.,SARIKA LIFE SCIENCES PVT. LTD.,Bhavuk Enterprises,TRITON MEDICAL SERVICES PVT LTD,TMT Med Source,New Surgical Company",14,,
27-Mar-2020 9:30 AM,21-Mar-2020 12:31 PM,COVID-19 (NOVEL CORONA VIRUS DISEASE) - DISINFECTION OF FACILITIES AND VEHICLES AT URAN LPG TERMINAL/ 1000350050 / 71838,Bharat Petroleum Corporation Limited,,Services,Covid prevention,495600,"PestStop Pest Control,",2,Limited,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
02-Jan-2021 12:00 AM,23-Nov-2020 6:55 PM,Sanitization works in township as prevention against cross spreading ofCORONA VIRUS./ NTPC/Tanda TPS/9900212206 / 2020_NTPC_44260_1,NTPC Limited||Northern Region Headquarter||Tanda Thermal Power Station,Tanda,Services,Covid prevention,1196600,"Prabha engineering works,MS NEW INDIA PEST CONTROL,M/S PARASURAM VERMA,Pest Control Incorporated",4,,
05-Nov-2020 12:00 AM,06-Oct-2020 1:00 PM,Day to Day Assistance for sanitization work due to corona virus at Gouri Colony and GEOCM under GSA/ ba3612-civ-e10-2020-21 / 2020_WCL_184582_1,Western Coalfields Limited||BLP||BLP_Civil,,Works,Covid prevention,382320,"Omprakash Yadav,S K JHA,M/s P K CONSTRUCTION",3,,
07-Oct-2020 12:00 AM,13-Aug-2020 1:30 PM,Sanitization works in township as prevention against cross spreading ofCORONA VIRUS./ NTPC/Tanda TPS/9900206658 / 2020_NTPC_40076_1,NTPC Limited||Northern Region Headquarter||Tanda Thermal Power Station,,Services,Covi prevention,490801.5,MS NEW INDIA PEST CONTROL,1,,
,,,,,,,,,,,
29-Jul-2020 12:00 AM,17-Jul-2020 5:00 PM,Supply of Novel Coronavirus 2019nCoV RT PCR Detection Kits 96 tests/ 4595/150720/1669/CH / 2020_CSIR_53269_1,Council of Scientific and Industrial Research||CCMB-Hyderabad - CSIR||Purchase-CCMB - CSIR,Hyderabad,Goods,Covid Detection,3150000,Gland Pharma Limited,1,480/kit,
11-Aug-2020 12:00 AM,01-Jul-2020 10:00 AM,"Spraying of disinfectants to sanitize different places of Basundhara Township, mine premises of Kulda and Garjanbahal OCP of Basundhara Area as a precautionary measures against Coronavirus./ MCL/GM/BA/C/e-tender/20-21/30/ 403 dtd.29/06/2020 / 2020_MCL_176339_1",Mahanadi Coalfields Limited||BASUNDHARA GARJANBAHAL AREA||BG _CIVIL||CIVIL,Mahanadi,Works,,682524.04,MANOJ KUMAR CHOUDHURY,6,,
,,,,,,,,,,,
,,,,,,,,,,,
20-Apr-2020 12:00 AM,09-Apr-2020 12:00 AM,PROTECTION KIT - CORONA WARRIO/ 20000003-HB-12203 / 328848,HINDUSTAN PETROLEUM CORPORATION LTD,,,,183600,NEERAJ ENTERPRISES,2,,
13-Apr-2020 12:00 AM,04-Apr-2020 12:00 AM,PPE KIT FOR CORONA WARRIORS/ 20000001-HB-12606 / 327633,HINDUSTAN PETROLEUM CORPORATION LTD,,,,93000,NAVIN ENTERPRISES,3,,
12-Oct-2020 12:00 AM,01-Apr-2020 2:00 PM,Items are urgent required for Corona virus ward Setup/ MHKKE/RE-01/2020-21 / 2020_ARMY_337087_1,IHQ of MoD (Army)-(OSCC)||AREA HQ-IHQ of MoD (Army)-(OSCC)||MG and G AREA-AREA HQ-IHQ of MoD (Army)-(OSCC)||MED UNIT 2-IHQ OF MOD(Army),,,--,1710842,"Nandana Surgicals,SMPL Life Sciences Pvt. Ltd.,Medikon India,Sahil Enterprises,AMBIKA DRUG HOUSE,Arihant Meditech,ORTHOLINK MARKETING,RIA PHARMACEUTICALS AND SURGICALS,A Prama Enterprises,L P Corporation,Maharashtra Surgical House,Ms KANCHAN DRUGS PVT LTD,METRO SALES CORPORATION,LOTUS SURGICAL",14,,
11-Apr-2020 12:00 AM,29-Mar-2020 12:00 AM,PROTECTION KITS FOR CORONA/ 19000122-HB-12354 / 328833,HINDUSTAN PETROLEUM CORPORATION LTD,,,--,628000,SAKSHI ENTERPRISES,5,,
17-Apr-2020 12:00 AM,27-Mar-2020 5:10 PM,Processing of stores required for combating Coronavirus Disease 2019/ NEIGR/SP/OT/E -63/2019 -20 / 2020_NES_554586_1,"Department of Health, North East Section,MHFW||NEIGRIHMS, Shillong,MHFW,NES||Store and Procurement Section,HQ NEIGRIHMS,MHFW",Shillong,,--,9320850,"Elke Drugs Distributor,Biosis Medical Services",6,,
28-Apr-2020 12:00 AM,23-Mar-2020 12:00 AM,CORONA VIRUS PREVENTION/ 19000126-HB-12360 / 335722,HINDUSTAN PETROLEUM CORPORATION LTD,,,,246450,SHRI KEDAR ELECTRICALS,6,,
28-Apr-2020 12:00 AM,23-Mar-2020 12:00 AM,CORONA VIRUS PREVENTION/ 19000126-HB-12360 / 335739,HINDUSTAN PETROLEUM CORPORATION LTD,,,--,246450,SHRI KEDAR ELECTRICALS,6,,
10-Oct-2020 12:00 AM,21-Mar-2020 1:00 PM,Supply of non-expandable medical stores as per demand placed for procurement of non-expendable equipment for establishing CORONA virus care ward/ MHKKE/Non-Exp/RE-115/2019-20 / 2020_ARMY_335807_1,IHQ of MoD (Army)-(OSCC)||AREA HQ-IHQ of MoD (Army)-(OSCC)||MG and G AREA-AREA HQ-IHQ of MoD (Army)-(OSCC)||MED UNIT 2-IHQ OF MOD(Army),,,,5460000,"ORTHOLINK MARKETING,sanjeevani enterprise,RIA PHARMACEUTICALS AND SURGICALS",6,,
27-Mar-2020 9:30 AM,21-Mar-2020 12:31 PM,COVID-19 (NOVEL CORONA VIRUS DISEASE) - DISINFECTION OF FACILITIES AND VEHICLES AT URAN LPG TERMINAL/ 1000350050 / 71838,Bharat Petroleum Corporation Limited,,,--,,,,,
27-Mar-2020 9:30 AM,21-Mar-2020 12:31 PM,COVID-19 (NOVEL CORONA VIRUS DISEASE) - DISINFECTION OF FACILITIES AND VEHICLES AT URAN LPG TERMINAL/ 1000350050 / 71838,Bharat Petroleum Corporation Limited,,,--,495600,"PestStop Pest Control,",2,,
,,,,,,--,,,,,
,,,,,,--,,,,,
