"","Tender_ID","S.No.","AOC.Date","e.Published.Date","Title.and.Ref.No..Tender.Id","State.Name","Organisation.Name","Tender.Ref..No.","Tender.Description","Tender.Type","Number.of.bids.received","Name.of.the.selected.bidder.s.","Address.of.the.selected.bidder.s.","Contract.Value","Tender.Published.Date","Contract.Date","Date.of.Completion.Completion.Period.in.Days","Sno","award_date","Published_date","Title_description","State_name","number_days","day_category"
"1111","2020_KMDA_301633_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4491",2020-12-21,2020-10-15,"Repairing and renovation of Electromechanical part of old electric crematorium and installation of solar power grid and allied electro mechanical works at new electric crematorium at Kirtankhola Shamshan under Baruipur Municipality (Phase II)/ KMDA/EM/SE/EC-I/NIT 05/2020-21 / 2020_KMDA_301633_1","West Bengal",67,"(60,Inf]"
"1112","2020_KOLHA_560073_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66521",2020-06-11,2020-03-04,"Piped Water Supply Scheme At Arale PHC  Tal Karveer, Dist Kolhapur/ E TENDER NO 150 / 2019-2020 / 2020_KOLHA_560073_1","Maharashtra",99,"(60,Inf]"
"1113","2020_KOLHA_566434_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60914",2020-05-20,2020-03-17,"Supply TCL Turati and Other Cleaning Material At At Narande Tal Hatknangale Dist Kolhapur 250000/ 04/2019-20 / 2020_KOLHA_566434_3","Maharashtra",64,"(60,Inf]"
"1114","2020_KOLHA_587105_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37339",2020-07-20,2020-06-22,"Supply of TCL, TURATI AND FOLIDOLMATERIAL AT GRAMPANCHAYAT KODOLI, TAL PANHALA/ E TENDER NO 06/2020-21 / 2020_KOLHA_587105_5","Maharashtra",28,"(20,60]"
"1115","2020_KOLHA_609013_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8778",2020-12-08,2020-09-24,"Construction of Compound wall for Pashuvedika Hospital at Peth Vadgaon, TalHatkanagale, Dist.Kolhapur/ E TENDER NO 32-02/2020-21 / 2020_KOLHA_609013_3","Maharashtra",75,"(60,Inf]"
"1116","2020_KPHCC_363922_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39958",2020-07-03,2020-06-15,"Setting up of Lab, Construction of Rest room and Interlock tile laying at Milk testing laboratory, Meenakshipuram, Palakkad/ NIT No 04/KPHCC/2020-2021(3) / 2020_KPHCC_363922_1","Kerala",18,"(0,20]"
"1117","2020_KSEB_346188_1",18203,2020-04-28,2020-03-10,"IHEP  Upkeep and maintenance of Circuit House, Circuit House Annex and Inspection Bungalow at Moolamattom for the year 2020-21- Supply of labourers for cleaning, gardening and security for the period from 01.04.2020 to 31.03.2021./ 21/AEE/CMSD/ 2019-20/25.02.2020 / 2020_KSEB_346188_1","Kerala"," Local Self Government Department||Kasargod||Municipal Engineers office KSGD||Municipal Engineer Neeleswaram Municipality "," 51/AE/LSGD/NLR/MLTY/2019-20 "," Anganavadi Maintenance "," Works ",1," VINOD V.K ","  ",954872.87," 10-Mar-2020 05:55 PM ",2020-06-29," 01-Jan-1970 05:30 AM ","63510",2020-04-28,2020-03-10,"IHEP  Upkeep and maintenance of Circuit House, Circuit House Annex and Inspection Bungalow at Moolamattom for the year 2020-21- Supply of labourers for cleaning, gardening and security for the period from 0104.2020 to 31.03.2021./ 21/AEE/CMSD/ 2019-20/25.02.2020 / 2020_KSEB_346188_1","Kerala",49,"(20,60]"
"1118","2020_KSEB_348694_1",17769,2020-04-20,2020-03-12,"Running and maintenance of Climatological stations for the year 2020-21 - Supplying labours for taking climatological observations/ 33/RDSSD2/2019-20/06.03.20 / 2020_KSEB_348694_1","Kerala"," PWD "," PWD-BD-NIT-2019-20-23574-630 "," Providing and Laying G-II, Primer Coat, Built up Spray Grout Single Layer, Tack Coat and 25mm thick Bitumenious concrete in Km 1/0 to 2/0). "," Works ",2," P. L. SHARMA,Akshay Acharya ","  ",780930," 12-Mar-2020 10:00 AM ",2020-06-09," 01-Jan-1970 05:30 AM ","62963",2020-04-20,2020-03-12,"Running and maintenance of Climatological stations for the year 2020-21 - Supplying labours for taking climatological observations/ 33/RDSSD2/2019-20/0603.20 / 2020_KSEB_348694_1","Kerala",39,"(20,60]"
"1119","2020_KSEB_390796_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5546",2020-10-27,2020-10-09,"CONVERTING EXISTING DC LINE FROM CHAKKIATHMUKKU TO USSANMOTTA - POLE INSERTION AND RECONDUCTORING Under Electrical Section Kodiyeri/ EE/PMU-KNR/32/20-21/ET DATED 09.10.2020 / 2020_KSEB_390796_1","Kerala",18,"(0,20]"
"1120","2020_KSNK_394269_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2597",2020-12-21,2020-10-28,"Earth work excavation PCC 1 4 8 RCC footing foundation RCC column beam lintel and roof slab Centering and shuttering for foundations Lintels Columns etc Steel reinforcement for RCC works Filling in trenches plinth etc Solid masonry/ KSNK/TECH/MTM/CSBGHAC -79/2020 / 2020_KSNK_394269_1","Kerala",54,"(20,60]"
"1121","2020_KWA_351220_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60705",2020-07-13,2020-03-17,"Replacing old 250mm AC Pumping main with new 300 mm DI k9 pipe from Koonathara Sump to Vellarampara GLSR/ 42/19-20/SE/PHC/PKD / 2020_KWA_351220_1","Kerala",118,"(60,Inf]"
"1122","2020_KWA_352826_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41443",2020-07-16,2020-06-11,"MLA-ADS-2019-20-Sri Mullakkara Rethnakaran MLA, Chadayamangalam Constituency-Alternate Water Supply Facility to Govt. Taluk Hospital (Marupuram Pond) in Kadakkal Pt.-Raw water pumping and storage( part 1)/ 245/EE/PHDn/KTR/2019-20 / 2020_KWA_352826_2","Kerala",35,"(20,60]"
"1123","2020_KWA_353176_1",13283,2020-05-25,2020-04-08,"Providing protection work to 300 mm DI pumping main and distribution main from Hospitalkunnu in Manathavady/ 01/2020-21 / 2020_KWA_353176_1","Kerala"," Kerala Water Authority||Chief Engineer Northern Region (Kozhikkode)||Superintending Engineer (PH Circle Kozhikode)||Executive Engineer (PH Division Sulhan Bathery) "," 01/2020-21 "," Providing protection work to 300 mm DI pumping main and distribution main from Hospitalkunnu in Manathavady "," Works ",2," V N RAJENDRA KUMAR,Thomas ","  ",2227432," 08-Apr-2020 01:15 PM ",2020-05-25," 01-Jan-1970 05:30 AM ","57133",2020-05-25,2020-04-08,"Providing protection work to 300 mm DI pumping main and distribution main from Hospitalkunnu in Manathavady/ 01/2020-21 / 2020_KWA_353176_1","Kerala",47,"(20,60]"
"1124","2020_KWA_354494_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54402",2020-10-15,2020-04-29,"WSS to Parassala and adj villages and Marukil and Maranalloor    villages in Thiruvananthapuram   District Design  Construction and commissioning of 1017LL capacity OHSR at    Dhanuvachapuram and allied works/ 01/2020-21/KWA/PHC/D2/TVM / 2020_KWA_354494_1","Kerala",169,"(60,Inf]"
"1125","2020_KWA_364839_1",3173,2020-07-30,2020-06-15,"UWSS to Piravom and adjoining Panchayaths. Replacing old and damaged pumping main 80mm with 150mm DI pipe from Kalanimattom to Koorumala. 2850m/ 01/2020-21/SE/PHC/MVPA / 2020_KWA_364839_1","Kerala"," Kerala Water Authority||Chief Engineer Central Region (Kochi)||Superintending Engineer PH Circle Muvattupuzha "," 01/2020-21/SE/PHC/MVPA "," UWSS to Piravom and adjoining Panchayaths. Replacing old and damaged pumping main 80mm with 150mm DI pipe from Kalanimattom to Koorumala. 2850m "," Works ",4," Alias.K.Kuriakose,M.V.Paulose ","  ",7530870," 15-Jun-2020 04:00 PM ",2020-07-30," 01-Jan-1970 05:30 AM ","39999",2020-07-30,2020-06-15,"UWSS to Piravom and adjoining Panchayaths Replacing old and damaged pumping main 80mm with 150mm DI pipe from Kalanimattom to Koorumala. 2850m/ 01/2020-21/SE/PHC/MVPA / 2020_KWA_364839_1","Kerala",45,"(20,60]"
"1126","2020_KWA_365602_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39152",2020-09-09,2020-06-17,"Deposit work 2019 20 Kummil Panchayath pipe line extension  to Vettinery Hospital  Kannamkulam road  Kondody Sisumandiram road  Neiilvila  Vayalikkada road and Thachonam  Lekshamveedu road/ 13/EE/PHDn/KTR/2020-21 / 2020_KWA_365602_1","Kerala",84,"(60,Inf]"
"1127","2020_KWA_367463_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36290",2020-10-08,2020-06-24,"Supplying, laying,testing,commissioning and maintenance of  distribution system from 1100LL OHSR at JT School compound in Marutharoad panchayath./ 02/20-21/SE/PHC/PKD / 2020_KWA_367463_1","Kerala",106,"(60,Inf]"
"1128","2020_KWA_371309_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30036",2020-11-18,2020-07-10,"Supplying, laying, testing, commissioning and maintenance of distribution network from 22LL OHSR at Karimkunnam and transmission main from OHSR up to Diana Hotel including NH 544 crossing for Kannambra low level zone and road restoration/ 03/20-21/SE/PHC/PKD / 2020_KWA_371309_1","Kerala",131,"(60,Inf]"
"1129","2020_KWA_371577_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26544",2020-10-09,2020-07-21,"Deposit work of Tvpm Corporation  Project No S 0048/20 Replacing old AC pipe with 110 mm PVC pipe and alteration of house connections in Poonthi road near Sree Chithra Quarters in Medical College Ward./ E-Tender No. 05/2020-21 / 2020_KWA_371577_1","Kerala",80,"(60,Inf]"
"1130","2020_KWA_376649_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20531",2020-11-13,2020-08-13,"Supply,Laying,Testing Commissioning and Maintaining   of distribution network from 7LL OHSR at Kallupady and 3LL OHSR at Kariyambady and construction of approach road, compound wall and retaining wall and miscellaneous works at various tank sites/ SE/PHC/KKD/003/2020-21 / 2020_KWA_376649_1","Kerala",92,"(60,Inf]"
"1131","2020_KWA_378500_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18331",2020-12-01,2020-08-20,"State Plan 2019-20- Rural Water Supply scheme to Cheekode and adjoining villages Package II Laying balance distribution lines to Vazhayur and Vazhakkad panchayaths/ SE/PHC/MPM/07/2020-21 / 2020_KWA_378500_1","Kerala",103,"(60,Inf]"
"1132","2020_KWA_379959_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15212",2020-11-11,2020-08-31,"JJM 2020 21 Thalayazham Panchayat Kottayam District  Laying pipelines and Providing FHTC/ 07/SE/PHCK/2020-21 / 2020_KWA_379959_1","Kerala",72,"(60,Inf]"
"1133","2020_KWA_380078_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13203",2020-10-15,2020-09-08,"Konni Medical College Construction of retaining wall near transformer roor at intake well site mattakku kadavu/ 22/2020-21/EE/PDA / 2020_KWA_380078_2","Kerala",37,"(20,60]"
"1134","2020_KWA_380295_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16477",2020-10-20,2020-08-26,"Providing FHTCs (2000 Nos) in Koduvayur gramapanchayath/ 10/20-21/SE/PHC/PKD / 2020_KWA_380295_1","Kerala",55,"(20,60]"
"1135","2020_KWA_380416_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16423",2020-10-20,2020-08-26,"Providing FHTCs (2500 Nos) in Elappully gramapanchayath/ 13/20-21/SE/PHC/PKD / 2020_KWA_380416_1","Kerala",55,"(20,60]"
"1136","2020_KWA_380467_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16459",2020-11-04,2020-08-26,"Providing FHTCs (1600 Nos) in Kanjirapuzha gramapanchayath Pipe line extension/ 15/20-21/SE/PHC/PKD / 2020_KWA_380467_1","Kerala",70,"(60,Inf]"
"1137","2020_KWA_380767_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16027",2020-10-07,2020-08-27,"Providing functional household tap connection to rural house holds in Pampakuda  Panchayath Ernakulam district/ 19/2020-21/SE/PHC/MVPA / 2020_KWA_380767_1","Kerala",41,"(20,60]"
"1138","2020_KWA_380792_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16137",2020-10-21,2020-08-27,"Deposit Work Edamulakkal Grama Panchayath 2019_20 Annual Plan fund Extension of pipe line in Neerayikkodu Keezhattoor road in ward no 15 and  Pipe line extension to Puthat Anganwadi in ward no 7/ 39/EE/PHDn/KTR/2020-21 / 2020_KWA_380792_1","Kerala",55,"(20,60]"
"1139","2020_KWA_381037_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16062",2020-09-30,2020-08-27,"JJM2020 2021 Pipe Line Extension Works  And Providing FHTCS In   Kuttoor Gramapanchayath in Pathanamthitta District/ 12/2020-2021/KWA/PHC/TVLA / 2020_KWA_381037_1","Kerala",34,"(20,60]"
"1140","2020_KWA_381053_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16074",2020-11-04,2020-08-27,"JAL JEEVAN MISSION-  Alappuzha District-Providing Functional Household Tap (FHTC) to Rural habitations in various Grama panchayaths/ 07/2020-21/SE/PHC/ALP / 2020_KWA_381053_1","Kerala",69,"(60,Inf]"
"1141","2020_KWA_381061_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16048",2020-10-20,2020-08-27,"Providing FHTCs (2500 Nos)  and line extension work in Anakkara gramapanchayath/ 19/20-21/SE/PHC/PKD / 2020_KWA_381061_1","Kerala",54,"(20,60]"
"1142","2020_KWA_381095_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16070",2020-10-20,2020-08-27,"Providing FHTCs (2366 Nos)  and line extension work in Pattithara gramapanchayath/ 20/20-21/SE/PHC/PKD / 2020_KWA_381095_1","Kerala",54,"(20,60]"
"1143","2020_KWA_381125_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16045",2020-11-04,2020-08-27,"JAL JEEVAN MISSION-  Alappuzha District-Providing Functional Household Tap (FHTC) to Rural habitations in various Grama panchayaths/ 09/2020-21/SE/PHC/ALP / 2020_KWA_381125_1","Kerala",69,"(60,Inf]"
"1144","2020_KWA_381287_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15886",2020-11-04,2020-08-27,"Providing FHTCs (6898 Nos)  and laying balance distribution system in Koppam Gramapanchayath/ 25/20-21/SE/PHC/PKD / 2020_KWA_381287_1","Kerala",69,"(60,Inf]"
"1145","2020_KWA_381290_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15751",2020-10-27,2020-08-28,"JJM2020 2021 Pipe Line Extension Works  And Providing FHTCS In   Thottappuzhassery    Gramapanchayath in  Pathanamthitta District&amp;#x0d;\n&amp;#x0d;/ 18/2020-2021/KWA/PHC/TVLA / 2020_KWA_381290_1","Kerala",60,"(20,60]"
"1146","2020_KWA_381320_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15735",2020-11-05,2020-08-28,"Jal Jeevan mission Providing functional house hold Tap connections in Elamkulam grama panchayath/ SE/PHC/MPM/11/2020-21 / 2020_KWA_381320_1","Kerala",69,"(60,Inf]"
"1147","2020_KWA_381393_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9990",2020-11-11,2020-09-19,"JJM Valavannur GP Providing house connections from ongoing scheme WSS to Valavannur and Kalppakanchery pts to Valavannur grama panchayath/ SE/PHC/MPM/13/2020-21 / 2020_KWA_381393_2","Kerala",53,"(20,60]"
"1148","2020_KWA_381412_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15579",2020-11-16,2020-08-28,"Jal Jeevan Mission-  Kannur District  -Ezhome Grama Panchayath - WSS to Pattuvam and adjoining Villages - Phase II- Laying Distribution System and providing FHTC/ 11/2020-21/PHC/KNR / 2020_KWA_381412_1","Kerala",80,"(60,Inf]"
"1149","2020_KWA_381432_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15599",2020-11-02,2020-08-28,"Jal Jeevan Mission-  Kasaragod District- Pallikara Panchayath-BRDC WSS to Pallikara Phase II- Laying Distribution System and proving FHTC/ 8/2020-21/PHC/KNR / 2020_KWA_381432_1","Kerala",66,"(60,Inf]"
"1150","2020_KWA_381433_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15611",2020-11-10,2020-08-28,"Jal Jeevan Mission Providing FHTCs to  Tirunnavaya Grama Panchayath/ SE/PHC/MPM/26/2020-21 / 2020_KWA_381433_1","Kerala",74,"(60,Inf]"
"1151","2020_KWA_381460_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15531",2020-11-13,2020-08-28,"JAL JEEVAN MISSION-Providing Household retrofittable/extentable water service connections in Mannancherry panchayath in Alappuzha District/ 42/2020-21 / SE/PHC/ALP / 2020_KWA_381460_1","Kerala",77,"(60,Inf]"
"1152","2020_KWA_381494_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15529",2020-11-04,2020-08-28,"JAL JEEVAN MISSION-  Alappuzha District-Providing Functional Household Tap (FHTC) to Rural habitations in various Grama panchayaths/ 20/2020-21/SE/PHC/ALP / 2020_KWA_381494_1","Kerala",68,"(60,Inf]"
"1153","2020_KWA_381602_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15443",2020-10-15,2020-08-29,"Jaljeevan mission 2020 21 Thiruvananthapuram District-Providing water connection in Pothenkodu Grama Panchayath/ 20/2020-21/KWA/PHC/D1/TVM / 2020_KWA_381602_1","Kerala",47,"(20,60]"
"1154","2020_KWA_381675_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15329",2020-11-24,2020-08-29,"Jal Jeevan Mission(JJM) Ernakulam District - Providing functional house hold Tap connections (FHTC) in  Kadungalloor Panchayath and allied works/ 20/2020-20/SE/PHC/CHN / 2020_KWA_381675_1","Kerala",87,"(60,Inf]"
"1155","2020_KWA_381680_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15321",2020-10-28,2020-08-29,"Jal Jeevan Mission(JJM) Ernakulam District - Providing functional house hold Tap connections (FHTC) in  Vengola Panchayath and allied works/ 29/2020-21/SE/PHC/CHN / 2020_KWA_381680_1","Kerala",60,"(20,60]"
"1156","2020_KWA_381750_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15240",2020-11-11,2020-08-31,"JJM 2020 21 Kallara Grama Panchayat Kottayam District  Laying pipelines and providing FHTC/ 16/SE/PHCK/2020-21 / 2020_KWA_381750_1","Kerala",72,"(60,Inf]"
"1157","2020_KWA_381759_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15217",2020-11-11,2020-08-31,"JJM 2020 21 Mulakulam Grama Panchayat Kottayam District Laying pipelines and Providing FHTC/ 20/SE/PHCK/2020-21 / 2020_KWA_381759_1","Kerala",72,"(60,Inf]"
"1158","2020_KWA_381802_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14999",2020-11-11,2020-09-01,"JJM 2020 21 Thiruvarppu Grama Panchayat Kottayam District  Laying pipelines and providing FHTC/ 24/SE/PHCK/2020-21 / 2020_KWA_381802_1","Kerala",71,"(60,Inf]"
"1159","2020_KWA_381939_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14668",2020-11-30,2020-09-02,"Jal Jeevan Mission-  Kannur District-Malapattam Gramapanchayath - WSS to Irikkur and Adjoining Villages Phase II -Laying Distribution System and providing FHTCs/ 26/2020-21/PHC/KNR / 2020_KWA_381939_1","Kerala",89,"(60,Inf]"
"1160","2020_KWA_382063_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14267",2020-12-03,2020-09-03,"JAL JEEVAN MISSION Providing Household retrofittable/extentable water service connections in Kadakkarappally panchayath in Alappuzha District/ 21/2020-21/SE/PHC/ALP / 2020_KWA_382063_1","Kerala",91,"(60,Inf]"
"1161","2020_KWA_382101_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14273",2020-11-13,2020-09-03,"JAL JEEVAN MISSION Providing Household retrofittable/extentable water service connections in Vayalar panchayath in Alappuzha District/ 24/2020-21/SE/PHC/ALP / 2020_KWA_382101_1","Kerala",71,"(60,Inf]"
"1162","2020_KWA_382132_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14261",2020-11-13,2020-09-03,"JAL JEEVAN MISSION Providing Household retrofittable/extentable water service connections in Mannar panchayath in Alappuzha District/ 30/2020-21/SE/PHC/ALP / 2020_KWA_382132_1","Kerala",71,"(60,Inf]"
"1163","2020_KWA_383183_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13366",2020-11-04,2020-09-08,"Providing house hold service  connection by retrofitting /extendable in Kunnamangalam Panchayath in Kozhikode District/ SE/PHC/KKD/019/20-21 / 2020_KWA_383183_1","Kerala",57,"(20,60]"
"1164","2020_KWA_383203_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13361",2020-11-06,2020-09-08,"Providing FHTC by Retrofitting  and Extending Pipe lines of KWA-RWS Scheme for Kadalundi Grama Panchayath in Kozhikode District/ SE/PHC/KKD/022/20-21 / 2020_KWA_383203_1","Kerala",59,"(20,60]"
"1165","2020_KWA_384392_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12158",2020-11-20,2020-09-11,"Jal Jeevan Mission-Kannur District- Anjarakandy Panchayath - WSS to Anjarakandy, Peralassery and adjoining Panchayaths Phase II - Laying Distribution System and providing FHTCs/ 31/2020-21/PHC/KNR / 2020_KWA_384392_1","Kerala",70,"(60,Inf]"
"1166","2020_KWA_384541_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12019",2020-12-02,2020-09-11,"Jal Jeevan Mission- Kasargode District -Vorkady Panchayath-WSS to Vorkady and adjoining Villages-Phase-II - Laying Distribution System and providing FHTCs/ 48/2020-21/PHC/KNR / 2020_KWA_384541_1","Kerala",82,"(60,Inf]"
"1167","2020_KWA_384572_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12095",2020-12-02,2020-09-11,"Jal Jeevan Mission-Kannur District - Madayi Panchayath - JICA WSS to Pattuvam and adjoining villages- Phase II - Laying Distribution System and providing FHTCs/ 51/2020-21/PHC/KNR / 2020_KWA_384572_1","Kerala",82,"(60,Inf]"
"1168","2020_KWA_385076_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11522",2020-12-02,2020-09-14,"Jal Jeevan Mission- Kannur District- Kunhimangalam Panchayath- Water Supply Scheme to Cheruthazham and Kunhimangalam- Phase II - Laying Distribution System and providing FHTCs/ 53/2020-21/PHC/KNR / 2020_KWA_385076_1","Kerala",79,"(60,Inf]"
"1169","2020_KWA_385337_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11182",2020-10-28,2020-09-15,"Jal Jeevan Mission 2020-21 Providing Functional Household Tap Connections (FHTC) in Palakuzha gramapanchayath in Ernakulam District/ 24/2020-21/SE/PHC/MVPA / 2020_KWA_385337_1","Kerala",43,"(20,60]"
"1170","2020_KWA_387097_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8949",2020-11-11,2020-09-23,"JJM Irimbiliyam GP Providing functional house hold tap connections FHTC in Irimbiliyam Grama Panchayath from ongoing WSS to Irimbiliyam GP and Valancheri municipality and WSS to Edayur GP/ SE/PHC/MPM/34/2020-21 / 2020_KWA_387097_1","Kerala",49,"(20,60]"
"1171","2020_KWA_387552_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8339",2020-11-20,2020-09-25,"Jal Jeevan Mission-  Kasaragod District - Kuttikol Grama Panchayath - ARWSS to Munnad Bedadka and Kuttikol villages - Phase II - Laying Distribution System and providing FHTCs/ 59/2020-21/PHC/KNR / 2020_KWA_387552_1","Kerala",56,"(20,60]"
"1172","2020_KWA_388768_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7227",2020-11-04,2020-09-30,"Providing FHTCs (2300 Nos) in Perumatty gramapanchayath/ 32/20-21/SE/PHC/PKD / 2020_KWA_388768_1","Kerala",35,"(20,60]"
"1173","2020_KWA_390050_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5989",2020-12-08,2020-10-07,"Jal Jeevan Mission-Construction of 60,000 litres capacity OH tank, supply and erection of 2 nos 125 HP open well  type submersible pumpset, 40  HP centrifugal pumpset, laying pumping main and distribution main and providing FHTCs/ 79/2020-21/PHC/KNR / 2020_KWA_390050_1","Kerala",62,"(60,Inf]"
"1174","2020_KWA_395652_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2538",2020-11-18,2020-10-29,"supplying and laying  200 mm DI K 9 and 160 mm PVC 10 kg/cm2 pipe including shifting of existing water service connections to new lines and allied all works/ 34/20-21/SE/PHC/PKD / 2020_KWA_395652_1","Kerala",20,"(0,20]"
"1175","2020_LATUR_605368_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17447",2020-11-02,2020-08-24,"CONSTRUCTION OF PHC SUB CENTER AT SHIWANKHED TQ AHMADPUR DIST LATUR UNDER PHC SUB CENTER REPAIR SCHEME FOR YEAR 2019-20/ ZPL/W/E-T/PHC/126/2020-21 / 2020_LATUR_605368_1","Maharashtra",70,"(60,Inf]"
