"","Sno","award_date","Published_date","Title_description","State_name","Tender_ID","number_days","day_category"
"1054","34856",2020-10-29,2020-06-29,"Renovation and repair of FP. sub centre Ramgarh under CHC   Chatra, District -Sonebhadra.&amp;#x0d;/ 229/3A Dated-16-06-2020 / 2020_CEUVZ_488337_1","Uttar Pradesh","2020_CEUVZ_488337_1",122,"(60,Inf]"
"1055","34860",2020-10-29,2020-06-29,"Renovation and repair of FP. sub centre Sodha under CHC   Chatra, District -Sonebhadra.&amp;#x0d;/ 229/3A Dated- 16-06-2020 / 2020_CEUVZ_488405_1","Uttar Pradesh","2020_CEUVZ_488405_1",122,"(60,Inf]"
"1056","34838",2020-07-24,2020-06-29,"Providing Roof Shed, Parking Shed, Store Room, CD.Work And Internal Road To Pali Rural Hospital At Pali Tal.  Dist. Ratnagiri./ NIT- 15 for 2020-21 / 2020_PWR_589106_1","Maharashtra","2020_PWR_589106_1",25,"(20,60]"
"1057","34800",2020-07-24,2020-06-29,"Providing Partition in Civil Hospital Main Building And Repairs To Isolation Ward And Water Supply For RO. Plant At Civil Hospital Ratnagiri./ NIT- 15 for 2020-21 / 2020_PWR_589106_2","Maharashtra","2020_PWR_589106_2",25,"(20,60]"
"1058","34774",2020-08-01,2020-06-29,"Improvement of Road from Rajargoan RCC Bridge  to Satsang Ashram under SOPD-G for the year 2019-20, Patharkandi  LAC/ T/CC/ETN/SIL/2020-21/685(T) / 2020_PWD_18061_1","Assam","2020_PWD_18061_1",33,"(20,60]"
"1059","34778",2020-09-08,2020-06-29,"Inviting tender for providing Skill/unskilled labor Services requirement for various department of Yawal Municipal Council/ YMC_513_39 / 2020_DMA_588881_1","Maharashtra","2020_DMA_588881_1",71,"(60,Inf]"
"1060","34766",2020-12-18,2020-06-29,"Re construction of Panpur High School to Hakama Road under SOPD G for the year 2019 20 under Tezpur Sootea Rangapara Territorial Road Division Tezpur/ TRC/TB/SOPD(G)/SOT/29/2019-20 / 2020_PWD_18052_9","Assam","2020_PWD_18052_9",172,"(60,Inf]"
"1061","34753",2020-12-18,2020-06-29,"Improvement of Borachuk Chewnichuk Connected Road under SOPD G for the year 2019 20 under Tezpur Sootea Rangapara Territorial Road Division Tezpur Rangapara Territorial Road Division Tezpur/ TRC/TB/SOPD(G)/SOT/29/2019-20 / 2020_PWD_18052_3","Assam","2020_PWD_18052_3",172,"(60,Inf]"
"1062","34731",2020-09-10,2020-06-29,"Providing laying and jointing of Rising main, and Distribution construction of 50 KL RC.C Sump well cum pump house,  Installation of submersible water motor pump including cost of all material and labour with 30 Days Trial run  at Cattle feed Factor/ 6NIT/EE/PHED/SEHORE / 2020_PHED_95811_1","Madhya Pradesh","2020_PHED_95811_1",73,"(60,Inf]"
"1063","34719",2020-09-02,2020-06-29,"CONSTRUCTION OF PRIMARY HEALTH CENTER PHC 1 G AND 1 H TYPE QUARTER BUILDING AT BAYAN DISTRICT SEHORE MP/ 08/2020/Tender/G/APD bhopal date 3006.2020 / 2020_PWPIU_95627_1","Madhya Pradesh","2020_PWPIU_95627_1",65,"(60,Inf]"
"1064","34691",2020-09-23,2020-06-29,"Improvement works like doors  windows replacement  Aluminium partition  cuddapah slab shelf   electrical arrangements to AEE Distribution and Cuddapah slab shelves  plinth protection to AE Urban Udangudi office buildings and allied Civil works/ Specn no 10 / 2020 - 21 of SE / TEDC / TTN. / 2020_EB_165661_3","Tamil Nadu","2020_EB_165661_3",86,"(60,Inf]"
"1065","34692",2020-08-31,2020-06-29,"EstNo.69/NGP/2020 21Providing 125 KVA DG set for Covid 19 Ayurvedic college and Hospital building at Nagpur./ eTender Notice No.15/2020-21 / 2020_PWDM_589273_6","Maharashtra","2020_PWDM_589273_6",63,"(60,Inf]"
"1066","34663",2020-08-24,2020-06-29,"Construction of DPMU office building NHM at District head quarter Hospital premises Phulbani for the year 2019 20/ EE R and B PLB 5 2020 21 / 2020_EICCL_61755_1","Odisha","2020_EICCL_61755_1",56,"(20,60]"
"1067","34670",2020-08-31,2020-06-29,"EstNo.70/NGP/2020 21Providing Annual Maintenance Contract for Administrative,College and Hospital building Under P.W.Electrical PGI section Nagpur./ eTender Notice No.15/2020-21 / 2020_PWDM_589273_5","Maharashtra","2020_PWDM_589273_5",63,"(60,Inf]"
"1068","34643",2020-07-27,2020-06-29,"Repairs to Smashanbhumi shed at Dingrajwadi, Tal-Shirur/ GP/Tender/2020-21/1 / 2020_RDPUN_589395_1","Maharashtra","2020_RDPUN_589395_1",28,"(20,60]"
"1069","34624",2020-09-14,2020-06-29,"Renovation/ Modification of Veterinary Hospital with new additional of operation theater at Wimberlygunj under RURBAN MISSION (Re-Tender)/ EE/PRI/SAD-I/Rurban/19-20/1013 / 2020_RDPRI_359_1","Andaman and Nicobar Island","2020_RDPRI_359_1",77,"(60,Inf]"
"1070","34607",2020-12-18,2020-06-29,"Design, Drawing, Construction, Testing and commissioning of 04 Nos of 50,000 ltr capacity including piping arrangement with 15 mtr staging and RCC ESR for PWS to Village-Siarimalia, Sibulapasi and Chulia, Anlabereni and Mahuli under Kamakhyanagar  B/ EE/RWSS/DKL/03/2020-21 / 2020_RWSS_61778_2","Odisha","2020_RWSS_61778_2",172,"(60,Inf]"
"1071","34476",2020-10-29,2020-06-29,"Vehicle on rent basis for NHM Nagpur/ Tender Notice No NHM 02/2020-21 / 2020_NAGPU_588201_1","Maharashtra","2020_NAGPU_588201_1",122,"(60,Inf]"
"1072","34394",2020-10-06,2020-06-30,"SUPPLY OF CLEANILINESS, ELECTRICAL AND BUILDING MATERIAL/ 02/2035/msk/Garoth jail / 2020_DGPCS_96045_1","Madhya Pradesh","2020_DGPCS_96045_1",98,"(60,Inf]"
"1073","34397",2020-10-14,2020-06-30,"Special Repair to Sub Health Centre  at Village Laha, Khanpur and Mianpur  to HWC in Ambala Distt/ HWC Laha Khanpur Mianpur / 2020_HRY_126855_3","Haryana","2020_HRY_126855_3",106,"(60,Inf]"
"1074","34376",2020-12-19,2020-06-30,"P/L Interlocking tile Railway Station to old Civil Hospital W No 9, 10 and 11./ LG/MC/Sri Muktsar Sahib/2020/05 / 2020_DLG_49455_2","Punjab","2020_DLG_49455_2",172,"(60,Inf]"
"1075","34332",2020-10-10,2020-06-30,"Est no  OW/TESD/TUS/1146/2019-20 Providing Additional Electrical Installation at rooms for  Quarantine patients due to  COVID-19 CORONA virus  at  Nandore Ashram School Palghar/ E TENDER  NOTICE  NO  09 OF 2020-2021 / 2020_PWDM_589477_1","Maharashtra","2020_PWDM_589477_1",102,"(60,Inf]"
"1076","34333",2020-10-10,2020-06-30,"Estno.OW/TESDTUS/1147/2019-20 Providing Additional water purifier, water storage water heater and street light for Quarantine patient due to  COVID-19 CORONA virus  at  Nandore Ashram School Palghar./ E TENDER  NOTICE  NO  09 OF 2020-2021 / 2020_PWDM_589488_1","Maharashtra","2020_PWDM_589488_1",102,"(60,Inf]"
"1077","34295",2020-12-15,2020-06-30,"Constg of CC road from Smashanbhumi at Dagad Pimpari B) CC road from Uttam Agrwal house  to Bhalerao house at Asegaon C) prov and fixing Paver block Masjid Campus Asegaon D) Constg CC Road Maroti Mandir Campus at Asegaon E) Prov and Fixing Paver Bloc/ 11 / 2020_PWR_589077_3","Maharashtra","2020_PWR_589077_3",168,"(60,Inf]"
"1078","34271",2020-12-15,2020-06-30,"Construction of CC road from Narayan Sanpanch to Sawant at Village Adgaon B) Constg of Smashanbhumi land Sushobhikaran at Adgaon Ranje C) Constg of CC Road near mategaon Parli ro to Kashinath Vithal house at Bori Sawant D) Constg of CC road and Drain/ 11 / 2020_PWR_589077_2","Maharashtra","2020_PWR_589077_2",168,"(60,Inf]"
"1079","34252",2020-08-24,2020-06-30,"DNIT for  Renovation of Sub Health Center ( HWC)  at Village Nakora  in Sirsa Distt (Re-invited)/ DNIT for  Renovation of Sub Health Center ( HWC) / 2020_HRY_133445_1","Haryana","2020_HRY_133445_1",55,"(20,60]"
"1080","34212",2020-09-09,2020-06-30,"Construction of compound wall to Smashanbhumi at NARWAD,Tal-Miraj/ 02/2020-2021 / 2020_SANGL_589660_1","Maharashtra","2020_SANGL_589660_1",71,"(60,Inf]"
"1081","34184",2020-09-04,2020-06-30,"Upgradation of Existing Road  with Cement Concrete and side drain with cover slab from S/O Gula Mondal to H/O Somnath Sastri at Sansad 15 under Rajyadharpur GP/ 008/E-NIT/Raj/2020-21 / 2020_ZPHD_287766_1","West Bengal","2020_ZPHD_287766_1",66,"(60,Inf]"
"1082","34186",2020-09-25,2020-06-30,"CONSTRUCTION OF SKILL CENTER BY PREFAB TECHNIQUE ON OPD BUILDING AT MGM COLLEGE CAMPUS INDORE/ 18/2020/CentTen/G/APD Indore dt. 30.06.2020 / 2020_PWPIU_96240_1","Madhya Pradesh","2020_PWPIU_96240_1",87,"(60,Inf]"
"1083","34165",2020-08-28,2020-06-30,"Proposed Construction Of Shed And Laying Of Paver Block At PR.T.S. Indore/ 01/2020-21/5 / 2020_MPPHC_96154_1","Madhya Pradesh","2020_MPPHC_96154_1",59,"(20,60]"
"1084","34166",2020-08-28,2020-06-30,"Construction Of Parking Shed Near ADM Nalanda Building At PT.C.  Indore/ 01/2020-21/1 / 2020_MPPHC_96149_1","Madhya Pradesh","2020_MPPHC_96149_1",59,"(20,60]"
"1085","34155",2020-09-02,2020-06-30,"Repairing Work Of Fire Station Moti Tabela And Gandhi Hall Indore/ 01/2020-21/8 / 2020_MPPHC_96157_1","Madhya Pradesh","2020_MPPHC_96157_1",64,"(60,Inf]"
"1086","34156",2020-08-28,2020-06-30,"Construction Work Of Kitchen Room For NGO Mess At First Battalion SF.A. Indore/ 01/2020-21/10 / 2020_MPPHC_96159_1","Madhya Pradesh","2020_MPPHC_96159_1",59,"(20,60]"
"1087","34157",2020-09-02,2020-06-30,"Construction Of Check Post Near Agriculture College Boundary at PT.C.  Indore/ 01/2020-21/2 / 2020_MPPHC_96151_1","Madhya Pradesh","2020_MPPHC_96151_1",64,"(60,Inf]"
"1088","34158",2020-08-28,2020-06-30,"Construction Of Drainage Line At Fire Station Moti Tabela Indore/ 01/2020-21/7 / 2020_MPPHC_96156_1","Madhya Pradesh","2020_MPPHC_96156_1",59,"(20,60]"
"1089","34111",2020-09-16,2020-06-30,"MLA  ADS 2019 20 Nemom Constituency  PHASE 3   Construction of First Floor and Stair Room for Govt  Ayurveda Hospital at Nemom Thiruvananthapuram/ PWD/2020-21/8617/TVM / 2020_PWD_368934_1","Kerala","2020_PWD_368934_1",78,"(60,Inf]"
"1090","34059",2020-08-17,2020-06-30,"Improvements to Road of Rajyog Society to Doke Hospital, at Narayangoan, Tal Junnar, Dist. Pune/ Northpune/2020-21 /2 / 2020_PWDRP_589740_22","Maharashtra","2020_PWDRP_589740_22",48,"(20,60]"
"1091","34037",2020-08-12,2020-06-30,"Providing labour for patrolling on RBC km 050 to 14.5 and14.5 to 21.80 its Distributory Minor Sub-Minor for kharif season and Rabbi Season 2020-21 in the Rama-2 and Sindhi Rly. Section of Lower Wunna Project/ Tender Notice No 7/2020-21 / 2020_CEWRN_589872_1","Maharashtra","2020_CEWRN_589872_1",43,"(20,60]"
"1092","33995",2020-10-16,2020-06-30,"Dismantling of 01 nos bailey bridge of 100 feet length and 19 feet width from Gurugram Canal situated at RD 137 in Sector 25 Ballabhgarh in Distt Faridabad and to be shifted from site to Mechanical workshop PWD BnR Branch Hisar/ PWD/Mech/29.06.2020-1 / 2020_HRY_133847_1","Haryana","2020_HRY_133847_1",108,"(60,Inf]"
"1093","33996",2020-07-29,2020-06-30,"Providing HT Installation at Govt Tribal Specialty Hospital, Kottathara, Palakkad/ EDT-A3-3400/19 / 2020_PWD_364478_2","Kerala","2020_PWD_364478_2",29,"(20,60]"
"1094","33927",2020-08-21,2020-07-01,"SUPPLY OF SWACHTA MATERIALAND OTHER ITEM   SUB JAIL MAUGANJ/ Mauganjjail/2019-2020 second call / 2020_DGPCS_96288_3","Madhya Pradesh","2020_DGPCS_96288_3",51,"(20,60]"
"1095","33908",2020-11-02,2020-07-01,"Drainage covering slab/ AE/LSGD/FM/173/2020-21 / 2020_LSGD_368998_1","Kerala","2020_LSGD_368998_1",124,"(60,Inf]"
"1096","33822",2020-09-30,2020-07-01,"SR. to District and Chest Hospital Main Building at Aundh Pune 27. (Repairs the Over Head Water Tank.)/ E-Tender Notice No 12 for 20-21/IInd Call/W.No.5 / 2020_PWDRP_589999_1","Maharashtra","2020_PWDRP_589999_1",91,"(60,Inf]"
"1097","33783",2020-08-11,2020-07-01,"SUPPLY FOR BULDING MATERAL DISTRICT JAIL BETUL/ NIT/1544/27/06/2020 BULDING MATERIAL / 2020_DGPCS_96274_1","Madhya Pradesh","2020_DGPCS_96274_1",41,"(20,60]"
"1098","33784",2020-12-14,2020-07-01,"Providing MG.P and allied work in Civil Hospital Kaithal/ MGP Civil Hospital Kaithal / 2020_HRY_133718_1","Haryana","2020_HRY_133718_1",166,"(60,Inf]"
"1099","33785",2020-12-14,2020-07-01,"Providing MG.P and allied work in CHC Kaul Distt. Kaithal/ MGP CHC Kaul / 2020_HRY_133727_1","Haryana","2020_HRY_133727_1",166,"(60,Inf]"
"1100","33789",2020-11-09,2020-07-01,"Providing MG.P and allied work in CHC Guhla Distt. Kaithal/ MGP CHC Guhla / 2020_HRY_133732_1","Haryana","2020_HRY_133732_1",131,"(60,Inf]"
"1101","33773",2020-08-16,2020-07-01,"AS FOR SUPPLY GENRICE MEDICION  DISTRICT JAIL BETUL/ NIT/1544/27/06/2020 GENRIC MEDICION / 2020_DGPCS_96281_1","Madhya Pradesh","2020_DGPCS_96281_1",46,"(20,60]"
"1102","33776",2020-08-10,2020-07-01,"SCAN COPY DOCUMENT IS NIVIDA/ NIT/1544/27/06/2020 BRANDED MEDCION / 2020_DGPCS_96283_1","Madhya Pradesh","2020_DGPCS_96283_1",40,"(20,60]"
"1103","33743",2020-08-07,2020-07-01,"Roof top rain water harvesting for PHC&amp;#x0d;\n At-CHINCHANI, &amp;#x0d;\nTal-Tasgaon, Dist-Sangli&amp;#x0d;/ 01/2020-21 / 2020_SANGL_590048_1","Maharashtra","2020_SANGL_590048_1",37,"(20,60]"
"1104","33708",2020-08-26,2020-07-01,"Day to day Comprehensive routine and preventive maintenance and operation of different Air-conditioning system installed at Sub-divisional Hospital, Court Complex, SDO office complex, Treasury offices , in Contai, Purba Medinipur/ PWD/EE/PMED/eNIQ-10/20-21 / 2020_WBPWD_287638_1","West Bengal","2020_WBPWD_287638_1",56,"(20,60]"
"1105","33709",2020-08-26,2020-07-01,"Day to day Comprehensive routine and preventive maintenance and operation of different Air-conditioning system installed at Sub-divisional Hospital, Court Complex, Correctional Home, PWD Offices , in Haldia, Purba Medinipur/ PWD/EE/PMED/eNIQ-08/20-21 / 2020_WBPWD_287621_1","West Bengal","2020_WBPWD_287621_1",56,"(20,60]"
"1106","33710",2020-08-26,2020-07-01,"Day to day Comprehensive routine and preventive maintenance and operation of different Air-conditioning system installed at District Hospital, DM Office, CMOH Office, Court Complex, Correctional Home, PWD Offices , Tamluk, Purba Medinipur/ PWD/EE/PMED/eNIQ-09/20-21 / 2020_WBPWD_287633_1","West Bengal","2020_WBPWD_287633_1",56,"(20,60]"
"1107","33686",2020-09-08,2020-07-01,"Strengthening Work of 14 SHC Building To Convert HWC At Block    Khairlanji District  Balaghat/ NIT 06/EENHM/BPL/2020-21_4 / 2020_DHS_95082_1","Madhya Pradesh","2020_DHS_95082_1",69,"(60,Inf]"
"1108","33668",2020-08-11,2020-07-01,"Supply and Installation of Oxygen and Suction pipe line for Corona virus effect Patient in Isolation ward of Rural Hospital at Kokrud Tal-Shirala Dist-Sangli/ WEST/SANGLI/9/2020-21 / 2020_PWDRP_590156_1","Maharashtra","2020_PWDRP_590156_1",41,"(20,60]"
"1109","33669",2020-08-11,2020-07-01,"Supply and Installation of Oxygen  pipe line for Corona virus effect Patient in Isolation ward of Rural Hospital at Shiral Tal-Shirala Dist-Sangli./ WEST/SANGLI/8/2020-21 / 2020_PWDRP_590149_1","Maharashtra","2020_PWDRP_590149_1",41,"(20,60]"
"1110","33649",2020-07-30,2020-07-01,"Replacement of old aluminium wiring in Type V houses House No1151, 1151A, 1151B, 1151C to 1158C (29 nos.) under GMCH, Sec 32, Chandigarh. (Except House No.1153A, 1155B, 1157)./ E2/20/96 / 2020_CHD_55897_1","Chandigarh UT","2020_CHD_55897_1",29,"(20,60]"
"1111","33634",2020-11-27,2020-07-01,"((i)Ranasai Para JB School (ii) Panchajoy para J.B School), Karmapara VC ((iii) Kalabari J.B School) Chakma para VC ((iv) Bhubanda para J.B School (v) Tarja Kr. para J.B School)/ e-DT-04/EE/RD/ABS/DLI/JNR/ 2020-21 / 2020_CERDD_10977_1","Tripura","2020_CERDD_10977_1",149,"(60,Inf]"
"1112","33611",2020-08-25,2020-07-01,"Strengthening Work of 19 SHC Building To Convert HWC At Block   Bhimpur ,Chicholi and  Ghodadongri  District Betul/ NIT 06/EENHM/BPL/2020-21_6 / 2020_DHS_95084_1","Madhya Pradesh","2020_DHS_95084_1",55,"(20,60]"
"1113","33613",2020-07-20,2020-07-01,"Providing and Installation of Medical Gas Pipe Line System at MKH DH Patiala , SDH Nabha, SDH Samana, SDH Rajpura/ PHSC/EE (W)/2020-21/11 / 2020_DHFW_49534_3","Punjab","2020_DHFW_49534_3",19,"(0,20]"
"1114","33578",2020-07-09,2020-07-01,"Construction of Anganwadi building At Village Alewadi Tq Sangrampur Dist Buldhana/ ETENDER_NOTICE_NO_02/2020-21 / 2020_BULDH_590176_1","Maharashtra","2020_BULDH_590176_1",8,"(0,20]"
"1115","33562",2020-11-05,2020-07-01,"Construction of  New Anganwadi No192 At Wagholi Tq Kallamb  Dist. Osmanabad/ 05/2020-21 / 2020_OSMAN_590159_2","Maharashtra","2020_OSMAN_590159_2",127,"(60,Inf]"
"1116","33569",2020-10-05,2020-07-01,"Strengthening Work of 07 SHC Building to Convert HWC at Block Jeerapur and Khilchipur  District Rajgarh/ NIT06/EENHM/BPL/2020-21_2 / 2020_DHS_95080_1","Madhya Pradesh","2020_DHS_95080_1",96,"(60,Inf]"
"1117","33547",2020-07-16,2020-07-01,"Const of Street  from H/o Jagram Haveldar to Tara Plumber in w.no 14 Haily Mandi/ MCHM/2020/TENDER / 2020_HRY_133964_1","Haryana","2020_HRY_133964_1",15,"(0,20]"
"1118","33548",2020-07-16,2020-07-01,"Const of Streeet from Deshraj to Parshuram Bhawan Via Mukesh in w.no 10 Haily Mandi/ MCHM/2020/TENDER / 2020_HRY_133964_3","Haryana","2020_HRY_133964_3",15,"(0,20]"
"1119","33524",2020-09-17,2020-07-01,"Supply of clinker suitable for manufacturing white cement at CIF Cochin/ TCL/MM/ETEND/2020-21/4 DATED 17.2020 / 2020_TCL_369287_1","Kerala","2020_TCL_369287_1",78,"(60,Inf]"
"1120","33505",2020-08-16,2020-07-02,"AS FOR SUPPLY SANITION  DISTRICT JAIL BETUL/ NIVDA1544/BETUL/27-06-2020 SANITITION / 2020_DGPCS_96351_1","Madhya Pradesh","2020_DGPCS_96351_1",45,"(20,60]"
"1121","33483",2020-10-12,2020-07-02,"Supply of Ambulances 100 Basic Life Support BLS and Advance Life Support ALS for Health Department/ 02/PIUHEALTH/CERC/UDRPAF/2020 / 2020_DRP2_24732_1","Uttarakhand","2020_DRP2_24732_1",102,"(60,Inf]"
"1122","33485",2020-11-26,2020-07-02,"Design Development Implementation and Maintenance of Hospital Information Management System (HIMS)/ 2020/Tender/HIMS Software / 2020_HRY_133959_1","Haryana","2020_HRY_133959_1",147,"(60,Inf]"
"1123","33487",2020-10-23,2020-07-02,"Supply and Installation of CT Scan Machines in 4 Tertiary Care Hospitals of Uttarakhand/ 01/PIUHealth/CERC/UPDRPAF/2020 / 2020_DRP2_24735_1","Uttarakhand","2020_DRP2_24735_1",113,"(60,Inf]"
"1124","33362",2020-11-23,2020-07-02,"SUPPLY OF MEDECINES, PATHOLOGY TEST, MEDICAL EQUIPMENTS/ 618/CJBARWANI/JULY2020 / 2020_DGPCS_96535_1","Madhya Pradesh","2020_DGPCS_96535_1",144,"(60,Inf]"
"1125","33367",2020-12-16,2020-07-02,"Construction Beautification of Smashanbhumi at Village Ibrahimpur TqMotala Dist. Buldana/ e-Tender Notice 05-2020-21 / 2020_BULDH_590189_11","Maharashtra","2020_BULDH_590189_11",167,"(60,Inf]"
"1126","33368",2020-12-16,2020-07-02,"Construction and  Beautification of  Smashanbhumi  at Village Makodi  Tq- Motala. Under 2515-1238 Mulbhut Suvidha .2019-20/ e-Tender Notice 05-2020-21 / 2020_BULDH_590189_25","Maharashtra","2020_BULDH_590189_25",167,"(60,Inf]"
"1127","33350",2020-11-02,2020-07-02,"Strengthening Work of 13  SHC Building to Convert HWC at District Chhindwara/ NIT 06/EENHM/BPL/2020-21_3 / 2020_DHS_95081_1","Madhya Pradesh","2020_DHS_95081_1",123,"(60,Inf]"
"1128","33339",2020-12-15,2020-07-02,"Beautification of Smashanbhumi at Village Takli Waghjal TqMotala  Dist. Buldana/ e-Tender Notice 05-2020-21 / 2020_BULDH_590189_18","Maharashtra","2020_BULDH_590189_18",166,"(60,Inf]"
"1129","33258",2020-08-14,2020-07-02,"Rennovation of Sachivothamapuram CHC in Kurichi GP/ 1/AE/LSGD/PLM/2020-21 / 2020_LSGD_369406_1","Kerala","2020_LSGD_369406_1",43,"(20,60]"
"1130","33222",2020-11-19,2020-07-02,"Reinvited for Upgradation of Primary Health Centre into Health and Wellness Centre at Village Ballambha in Rohtak/ PWD/P2/171 / 2020_HRY_134198_1","Haryana","2020_HRY_134198_1",140,"(60,Inf]"
"1131","33197",2020-09-15,2020-07-02,"Paravur Municipality 2020 - 21 Eechanttazhikam to Pozhikkara PHC Road Retarring and Side Interlocking in Ward No 24 of (Pro No. 100/20-21)/ 34/ME/PVR/20-21 / 2020_LSGD_369551_1","Kerala","2020_LSGD_369551_1",75,"(60,Inf]"
"1132","33152",2020-09-08,2020-07-02,"E-TENDER for Selection of Insurance Company/ firm for new/ renewal of insurance of ambulances/ Medical Mobile Units and other vehicles of NHM/ Health Department &amp;#x0d;/ NHM/Ref.Trans/2020-21/2469 / 2020_HRY_133933_1","Haryana","2020_HRY_133933_1",68,"(60,Inf]"
"1133","33088",2020-07-21,2020-07-02,"Construction of PCC Road and Construction of Slab Over Drain From H/O Nabin Shaw to PRA at Thana Road/ 15/GPAndal/e-ten/19-20 / 2020_ZPHD_287866_9","West Bengal","2020_ZPHD_287866_9",19,"(0,20]"
"1134","33021",2020-10-13,2020-07-03,"Mahapalika Sahayyak Ayukt Bibwewadi Karyalay Antargat Prabhag KR 37 Sarvajanik Sulabh Shauchalay Durusti Mutarya Dudustichi Kame Karne/ PMC/DMC-5/BIBWEWADI/2020/05 / 2020_PMCP_589895_1","Maharashtra","2020_PMCP_589895_1",102,"(60,Inf]"
"1135","33005",2020-10-14,2020-07-03,"Mahapalika Sahayyak Ayukt Bibwewadi Karyalay Antargat Prabhag KR 28 Sarvajanik Sulabh Shauchalay Durusti Mutarya Dudustichi Kame Karne/ PMC/DMC-5/BIBWEWADI/2020/03 / 2020_PMCP_589844_1","Maharashtra","2020_PMCP_589844_1",103,"(60,Inf]"
"1136","32949",2020-10-20,2020-07-03,"R R of Road and Drain  from Nilabati Nilaya to  Municipal Boundary  in W No_5/ BM_02_2020_21 / 2020_ORULB_61827_4","Odisha","2020_ORULB_61827_4",109,"(60,Inf]"
"1137","32921",2020-09-10,2020-07-03,"Construction/Upgradation of Sub Health Center Podki Block Pushaprajgarh District Anuppur to Primary Health Center/ NIT01/DHS/2020-21_2 / 2020_DHS_96007_2","Madhya Pradesh","2020_DHS_96007_2",69,"(60,Inf]"
"1138","32908",2020-10-24,2020-07-03,"SUPPLY SANITATION AND ELECTRICAL ITEM/ 117/SENDHWA/0107.2020 / 2020_DGPCS_96663_1","Madhya Pradesh","2020_DGPCS_96663_1",113,"(60,Inf]"
"1139","32870",2020-09-23,2020-07-03,"Online Tender of Medical consumables for a period of six months procurement of Logistics for Corona virus Haryana of Group C/ 107/Tend/COR/2020-21/3/4-A / 2020_HBC_134290_1","Haryana","2020_HBC_134290_1",82,"(60,Inf]"
"1140","32824",2020-10-15,2020-07-03,"Construction of  Anganwadi at Jawala (Salke Mala) Tal Parner/ ZPPWS/WORKS/100/2019-20 / 2020_AHMED_590788_1","Maharashtra","2020_AHMED_590788_1",104,"(60,Inf]"
"1141","32804",2020-07-24,2020-07-03,"Construction of building for Hospital block at Govt Homeo Medical college Kozhikode Phase I and II  Additional electrical works including DG set and motor/ ELD/TN/11/2020-21 / 2020_PWD_369804_1","Kerala","2020_PWD_369804_1",21,"(20,60]"
"1142","32806",2020-10-14,2020-07-03,"Construction of 1 No of Assistant Jailor and 10 Nos. of Jail Warder quarters for Ambasamudram Sub Jail in Tirunelveli District/ SE/SC No.07/2020-2021-2 / 2020_TNPHC_170304_1","Tamil Nadu","2020_TNPHC_170304_1",103,"(60,Inf]"
"1143","32782",2020-09-15,2020-07-03,"Upgradation  Work of 14 SHC Building Convert  to HWC at Block-Shahnagar, District Panna/ NIT-4/EESagar/2020_21_5 / 2020_DHS_96293_1","Madhya Pradesh","2020_DHS_96293_1",74,"(60,Inf]"
"1144","32768",2020-11-10,2020-07-03,"Construction of Primary Health Sub Center At Village Khamaswadi Tq Kallam  Dist Osmanabad/ 06/2020-21 / 2020_OSMAN_590773_2","Maharashtra","2020_OSMAN_590773_2",130,"(60,Inf]"
"1145","32769",2020-10-14,2020-07-03,"Supply of Food Item Sub Jail Piparia  Distt Hoshangabad/ Piparia / Food TENDERDt. 03.07.2020 / 2020_DGPCS_96707_1","Madhya Pradesh","2020_DGPCS_96707_1",103,"(60,Inf]"
"1146","32758",2020-08-14,2020-07-03,"VELLAMUNDA OZHUKKANMOOLA AARUVAL ROAD  RENOVATION/ AE/TENDER/02/2020-21/LSGD  VELLAMUNDA  OZHUKKANMOO / 2020_LSGD_369832_1","Kerala","2020_LSGD_369832_1",42,"(20,60]"
"1147","32731",2020-10-15,2020-07-03,"Through renovation work of Blood Bank of Medical College  Hospital Kolkata  SITC of Air conditioning system/ WBPWD/EE-II/NKHED/NIQ-14/2nd Call /20-21 / 2020_PWDE_288240_1","West Bengal","2020_PWDE_288240_1",104,"(60,Inf]"
"1148","32675",2020-07-15,2020-07-03,"Construction of ICDS centre at Karalda Nimakbar AWC No-19345060710 under Contai-III PS/ NIT8(3rd CALL)/2019-20/CON-III/EO / 2020_ZPHD_288252_3","West Bengal","2020_ZPHD_288252_3",12,"(0,20]"
"1149","32679",2020-10-01,2020-07-03,"BUILDING MAINTENACE AND PURCHASE OF SMARTCLASS ROOM EQUIPMENTS/ 57/TEN/AEE/LSGD/CKLBP/20-21 / 2020_LSGD_368085_1","Kerala","2020_LSGD_368085_1",90,"(60,Inf]"
"1150","32666",2020-11-05,2020-07-03,"P/F of RC.C slabs in MC Kharar./ 818 Dated 01-07-2020 / 2020_DLG_49592_55","Punjab","2020_DLG_49592_55",125,"(60,Inf]"
"1151","32641",2020-10-03,2020-07-03,"Upgradation Work of 19 SHC Building to HWC Block Patera and Hatta District Damoh/ NIT-4/EESagar/2020_21_6 / 2020_DHS_96294_1","Madhya Pradesh","2020_DHS_96294_1",92,"(60,Inf]"
"1152","32645",2020-10-03,2020-07-03,"Upgradation Work of  18 SHC Building to HWC Block Banda and  Shahgarh  District Sagar/ NIT-4/EESagar/2020_21_9 / 2020_DHS_96297_1","Madhya Pradesh","2020_DHS_96297_1",92,"(60,Inf]"
