S.No.,AOC Date,e-Published Date,Title and Ref.No./Tender Id,State Name
b'51473.',b'14-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'Construction of Innovative Scheme at Biramanipara of Chandipur ADC village village within the jurisdiction of Laljuri R.D Block under DWS Sub-Division, Kanchanpur/ 59/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10438_1'",b'Tripura',b'2020_CEDWS_10438_1'
b'51474.',b'14-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'JJM Scheme under North Tripura District during the year 2020-21 /Construction of Innovative water Supply scheme at Bagan Para based on local Barahaldi Cherra/ 50/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10413_1',b'Tripura',b'2020_CEDWS_10413_1'
b'51475.',b'06-Sep-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Extension and Repair of existing Sub Centre Building at Shore Point Bambooflat Sub Division under RCD Wimberlygunj./ NIT No. 15/EE/RCD/APWD/WG/2020-21 / 2020_APWD_132_1',b'Andaman and Nicobar Island',b'2020_APWD_132_1'
b'51476.',b'13-Jun-2020 12:00 AM',b'03-Jun-2020 09:20 AM',b'Construction of 100 MT Godam Sohar Dist Etah/ 614-GodamSohar-01-06-20 / 2020_UPRNS_478840_1',b'Uttar Pradesh',b'2020_UPRNS_478840_1'
b'51477.',b'16-Jun-2020 12:00 AM',b'03-Jun-2020 09:00 AM',b'As per NIT/ NIeT1 20 21 / 2020_ZPHD_283910_1',b'West Bengal',b'2020_ZPHD_283910_1'
b'51478.',b'09-Jul-2020 12:00 AM',b'03-Jun-2020 09:00 AM',"b'Const. of IPB Gali Shree Ram Dharamshala to vaid mahabir parsad, Mahabir Parsad  to h/o Ram Chander Beniwal to Kanganpur Road, Bihari lal to Sardar Kashmir Singh kanganpur Road to Bhup Singh Master (Tajiaya wale) Gali No. 13, Hari Vishnu colony ward/ MCSIRSA / 2020_HRY_130385_3'",b'Haryana',b'2020_HRY_130385_3'
b'51479.',b'02-Jul-2020 12:00 AM',b'03-Jun-2020 09:00 AM',"b'Providing and laying of 150mm and 200mm id UPVC Pipe Sewer and all other works contingent thereto in various streets near Agnihotri and Suzuki Shops near Railway Road, Ward No.3 Near Purana Gurdwara, Hambewal Road and Mojowal area at Nangal/ 12 of 2020 (03) dated 01.06.20 / 2020_DLG_48238_1'",b'Punjab',b'2020_DLG_48238_1'
b'51480.',b'18-Sep-2020 12:00 AM',b'03-Jun-2020 09:00 AM',b'CONSTRUCTION OF PRIMARY HEALTH CENTER (PHC) INCLUDING (1 G AND 1 H TYPE QUARTER) AT VILLAGE KANDWA TAHSIL BANDA DISTT SAGAR MP 2nd Call/ 11/2020/Centralized Tender/G/APD / 2020_PWPIU_91911_1',b'Madhya Pradesh',b'2020_PWPIU_91911_1'
b'51451.',b'10-Nov-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Construction of Innovative Scheme/ 51/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10422_1',b'Tripura',b'2020_CEDWS_10422_1'
b'51452.',b'20-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Construction of Asphalt road at prabhag no.1 from palkar house to gurave glass road towards swatantrya sainik colony/ E Tender Notice  2020-2021(Civil) / 2020_DMA_581121_1',b'Maharashtra',b'2020_DMA_581121_1'
b'51453.',b'04-Sep-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Repairs to Percolation Tank No.3 At.Sullali Tq.Jalkot Dist.Latur/ ZPL/MI/ET-09/09/DPDC/19-20 / 2020_LATUR_581305_2',b'Maharashtra',b'2020_LATUR_581305_2'
b'51454.',b'08-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Road work/ 1/AE/LSGD/VMD/20-21 / 2020_LSGD_361174_1',b'Kerala',b'2020_LSGD_361174_1'
b'51455.',b'04-Sep-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Repairs to Percolation Tank No.5 At.Sullali Tq.Jalkot Dist.Latur/ ZPL/MI/ET-09/09/DPDC/19-20 / 2020_LATUR_581305_3',b'Maharashtra',b'2020_LATUR_581305_3'
b'51456.',b'04-Sep-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Repairs to Percolation Tank No.1 At.Wanjerwada Tq.Jalkot Dist.Latur/ ZPL/MI/ET-09/09/DPDC/19-20 / 2020_LATUR_581305_4',b'Maharashtra',b'2020_LATUR_581305_4'
b'51457.',b'04-Sep-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Repairs to Percolation Tank No.6 At.MalHipparga Tq.Jalkot Dist.Latur/ ZPL/MI/ET-09/09/DPDC/19-20 / 2020_LATUR_581305_5',b'Maharashtra',b'2020_LATUR_581305_5'
b'51458.',b'20-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Repairs to Percolation Tank No.1 At.Dhanora Tq.Nilanga Dist.Latur/ ZPL/MI/ET-09/09/DPDC/19-20 / 2020_LATUR_581305_6',b'Maharashtra',b'2020_LATUR_581305_6'
b'51459.',b'17-Nov-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Building Works/ EE-RandB-Divn.I-BAM-01/20-21 / 2020_EICCL_61398_13',b'Odisha',b'2020_EICCL_61398_13'
b'51460.',b'07-Aug-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Maintenance of 43 Nos. Tubewell and 11 Nos. Boosting Station including water distribution pipe line in ward no.28 and 29 Zone-IV under Division No.III for the period of Twelve Months./ EE-III/MCG/F-6/2020/15211/1 dated 02.06.2020 / 2020_HRY_130463_1',b'Haryana',b'2020_HRY_130463_1'
b'51441.',b'07-Aug-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Maintenance of 43 Nos. Tubewell and 11 Nos. Boosting Station including water distribution pipe line in ward no.28 and 29 Zone-IV under Division No.III for the period of Twelve Months./ EE-III/MCG/F-6/2020/15211/1 dated 02.06.2020 / 2020_HRY_130463_1',b'Haryana',b'2020_HRY_130463_1'
b'51442.',b'07-Aug-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'Maintenance of 42 Nos. Tube Well and Water distribution pipe line in Village Gawal Pahari, Bandhwari Baliyawas, Ghata, ward No.30, Zone-III under Div-3 for the period of 12 Months./ EE-III/MCG/F-6/2020/15211/5 dated 02.06.2020 / 2020_HRY_130471_1'",b'Haryana',b'2020_HRY_130471_1'
b'51443.',b'21-Dec-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'JJM Scheme under North Tripura 2020-21 /Construction of Innovative scheme at Sailut / SH- Construction of Sedimentation Tank, HRF cum SSF, protection work etc. at Jampui Hill RD Block  under Kanchanpur./ 46/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10409_1'",b'Tripura',b'2020_CEDWS_10409_1'
b'51444.',b'18-Aug-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Supplying and erecting street light with automatic street light control panel in Rehabilated village Adol Khurd at Village Palshi Ghat Tq Jalgaon Jamod Dist. Buldhana/ EE/VHELIDA/ 29/2019-20 Second Call / 2020_MHEPM_581105_1',b'Maharashtra',b'2020_MHEPM_581105_1'
b'51445.',b'15-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'JJM Scheme under North Tripura District during the year 2020-21 /Construction of  Innovative  Water Tank Project based on existing cherra at Mitrajoypara/ 55/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10416_1',b'Tripura',b'2020_CEDWS_10416_1'
b'51446.',b'18-Aug-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Supplying and erecting street light with automatic street light control panel in Rehabilated village Kalwad at Kalwad New Tq. Shegaon Dist. Buldhana/ EE/VHELIDA/ 28/2019-20 Second Call / 2020_MHEPM_580892_3',b'Maharashtra',b'2020_MHEPM_580892_3'
b'51447.',b'28-Jul-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Dragging and stacking of timber  at Thenmala depot/ A2-357/4/2020-21 / 2020_FD_347766_2',b'Kerala',b'2020_FD_347766_2'
b'51448.',b'22-Jun-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Constructing 1km 11kV line from pallivathil Sraym and installing 100kvA Transformer at Kollampara under Ele section Teekoy/ 20/E-5/PMU/PALA/20-21/1-6-20 / 2020_KSEB_361144_1',b'Kerala',b'2020_KSEB_361144_1'
b'51449.',b'07-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Construction of Innovative Scheme/ 48/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10411_1',b'Tripura',b'2020_CEDWS_10411_1'
b'51450.',b'07-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'JJM Scheme under North Tripura District during the year 2020-21 /Construction of Innovative water Supply scheme at Bagan Para based on local Barahaldi Cherra/ 49/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10428_1',b'Tripura',b'2020_CEDWS_10428_1'
b'51431.',b'04-Sep-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Repairs to Percolation Tank No.1 At.Wanjerwada Tq.Jalkot Dist.Latur/ ZPL/MI/ET-09/09/DPDC/19-20 / 2020_LATUR_581305_4',b'Maharashtra',b'2020_LATUR_581305_4'
b'51432.',b'04-Sep-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Repairs to Percolation Tank No.6 At.MalHipparga Tq.Jalkot Dist.Latur/ ZPL/MI/ET-09/09/DPDC/19-20 / 2020_LATUR_581305_5',b'Maharashtra',b'2020_LATUR_581305_5'
b'51433.',b'20-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Repairs to Percolation Tank No.1 At.Dhanora Tq.Nilanga Dist.Latur/ ZPL/MI/ET-09/09/DPDC/19-20 / 2020_LATUR_581305_6',b'Maharashtra',b'2020_LATUR_581305_6'
b'51434.',b'14-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'Construction of Innovative Scheme at Biramanipara of Chandipur ADC village village within the jurisdiction of Laljuri R.D Block under DWS Sub-Division, Kanchanpur/ 59/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10438_1'",b'Tripura',b'2020_CEDWS_10438_1'
b'51435.',b'14-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'JJM Scheme under North Tripura District during the year 2020-21 /Construction of Innovative water Supply scheme at Bagan Para based on local Barahaldi Cherra/ 50/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10413_1',b'Tripura',b'2020_CEDWS_10413_1'
b'51436.',b'06-Sep-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Extension and Repair of existing Sub Centre Building at Shore Point Bambooflat Sub Division under RCD Wimberlygunj./ NIT No. 15/EE/RCD/APWD/WG/2020-21 / 2020_APWD_132_1',b'Andaman and Nicobar Island',b'2020_APWD_132_1'
b'51437.',b'24-Sep-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'Construction of Innovative Scheme Mitrajoypara of Chandipur ADC village within the jurisdiction of Laljuri R.D Block under DWS Sub-Division, Kanchanpur/ 54/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10429_1'",b'Tripura',b'2020_CEDWS_10429_1'
b'51438.',b'15-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'JJM Scheme  under North Tripura 2020-21/Construction of  Innovative  Project at  Raichandrapara / SH Construction of RCC TRAY AREATOR (5000 GPH capacity ), HRF,  SSF ( 5000 l / hr capacity ), Toilet Block etc at Damcherra./ 43/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10404_1'",b'Tripura',b'2020_CEDWS_10404_1'
b'51439.',b'21-Dec-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'JJM Scheme under North Tripura 2020-21 /Construction of Innovative scheme at Sailut / SH- Construction of Sedimentation Tank, HRF cum SSF, protection work etc. at Jampui Hill RD Block  under Kanchanpur./ 46/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10409_1'",b'Tripura',b'2020_CEDWS_10409_1'
b'51440.',b'07-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'JJM Scheme  under North Tripura 2020-21/Construction of  Innovative  Project at  Ranipara / SH Construction of RCC TRAY AREATOR (5000 GPH capacity ), HRF, SSF ( 5000 l / hr capacity ), Toilet Block etc at Damcherra./ 40/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10398_1'",b'Tripura',b'2020_CEDWS_10398_1'
b'51421.',b'04-Sep-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Repairs to Percolation Tank No.3 At.Sullali Tq.Jalkot Dist.Latur/ ZPL/MI/ET-09/09/DPDC/19-20 / 2020_LATUR_581305_2',b'Maharashtra',b'2020_LATUR_581305_2'
b'51422.',b'01-Jul-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Various Mtc of Water Supply Schemes falling under PHED II Yamuna Nagar  Repair of Pumping Machinery of existing tubewells  and  all other works contingent thereto For Nine Months Under PHE Sub Division Radaur Zone I/ SE(A) No.7787 Dt.1.6.2020 (YNR-2) / 2020_HRY_130365_1',b'Haryana',b'2020_HRY_130365_1'
b'51423.',b'10-Nov-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Construction of Innovative Scheme/ 51/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10422_1',b'Tripura',b'2020_CEDWS_10422_1'
b'51424.',b'29-Aug-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Settlement of Nalua FL Shop under South Tripura District/ No.20(47)/PART-I/DM/S/EX / 2020_Excis_10427_1',b'Tripura',b'2020_Excis_10427_1'
b'51425.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Road work/ 08/2020/AE/LSGD/KLY / 2020_LSGD_361525_2',b'Kerala',b'2020_LSGD_361525_2'
b'51426.',b'08-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'JJM Scheme at North Tripura 2020-21/Construction of  Innovative  Project at  Sadairampara / Site developement, Const of Sedimentation Tank, CWR with pump house,  Raw water pump house with electrical accessories, pumping arrangement etc at Damcherra./ 36/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10391_1'",b'Tripura',b'2020_CEDWS_10391_1'
b'51427.',b'15-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'JJM Scheme  under North Tripura 2020-21/Construction of  Innovative  Project at  Sadairampara / SH Construction of RCC TRAY AREATOR (5000 GPH capacity ), HRF, SSF ( 5000 l / hr capacity ), Toilet Block etc at Damcherra./ 37/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10394_1'",b'Tripura',b'2020_CEDWS_10394_1'
b'51428.',b'30-Dec-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'Re-Call for Operation and maintenance of sewerage system for attending day to day complaints of Sector-57, Ward No.29, Under MCG./ EE-III/MCG/F-6/2020/15211/2 dated 02.06.2020 / 2020_HRY_130464_1'",b'Haryana',b'2020_HRY_130464_1'
b'51429.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Road WORK/ 07/2020/AE/LSGD/KLY / 2020_LSGD_361502_1',b'Kerala',b'2020_LSGD_361502_1'
b'51430.',b'18-Aug-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Supplying and erecting street light with automatic street light control panel in Rehabilated village Mauli at village Takli Paraskar   Tq. Jalgaon Jamod Dist. Buldhana/ EE/VHELIDA/ 28/2019-20 Second Call / 2020_MHEPM_580892_5',b'Maharashtra',b'2020_MHEPM_580892_5'
b'51411.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Road work/ 08/2020/AE/LSGD/KLY / 2020_LSGD_361525_1',b'Kerala',b'2020_LSGD_361525_1'
b'51412.',b'01-Aug-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'Overhauling job of HP and LP Valves of Unit 6 under T and A Dept. STPS , WBPDCL/ WBPDCL/STPS/NIT/E2102/20-21 / 2020_WBPDC_283952_1'",b'West Bengal',b'2020_WBPDC_283952_1'
b'51413.',b'29-Aug-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Settlement of Nalua FL Shop under South Tripura District/ No.20(47)/PART-I/DM/S/EX / 2020_Excis_10427_1',b'Tripura',b'2020_Excis_10427_1'
b'51414.',b'10-Nov-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Construction of Innovative Scheme/ 51/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10422_1',b'Tripura',b'2020_CEDWS_10422_1'
b'51415.',b'04-Sep-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Repairs to Percolation Tank No.6 At.MalHipparga Tq.Jalkot Dist.Latur/ ZPL/MI/ET-09/09/DPDC/19-20 / 2020_LATUR_581305_5',b'Maharashtra',b'2020_LATUR_581305_5'
b'51416.',b'23-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'Construction of City Toilet block for Satara Municipal Council at Prabhag No. 10 at Nalandanagar, Budhawar Peth/ E Tender Notice  2020-2021(Civil) / 2020_DMA_581109_1'",b'Maharashtra',b'2020_DMA_581109_1'
b'51417.',b'04-Sep-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Repairs to Percolation Tank No.1 At.Wanjerwada Tq.Jalkot Dist.Latur/ ZPL/MI/ET-09/09/DPDC/19-20 / 2020_LATUR_581305_4',b'Maharashtra',b'2020_LATUR_581305_4'
b'51418.',b'04-Sep-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Repairs to Percolation Tank No.5 At.Sullali Tq.Jalkot Dist.Latur/ ZPL/MI/ET-09/09/DPDC/19-20 / 2020_LATUR_581305_3',b'Maharashtra',b'2020_LATUR_581305_3'
b'51419.',b'07-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Construction of Innovative Scheme/ 48/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10411_1',b'Tripura',b'2020_CEDWS_10411_1'
b'51420.',b'15-Jul-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'Tender for providing and fixing of vitrified floor tiles in 6 rooms at 1st floor and MD Cell in Head Office Building, HSDC, Sector 2, Panchkula./ HSDC/ENGG/F- /2020/3431-33,  Dated 02.06.2020 / 2020_HBC_130432_1'",b'Haryana',b'2020_HBC_130432_1'
b'51401.',b'16-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'CONSTRUCTION OF WAITING ROOM AT KASTURBA GANDHI BALIKA CHATRAWAS MS TIRLA/ 01/2020-21/7 / 2020_RES_90174_1',b'Madhya Pradesh',b'2020_RES_90174_1'
b'51402.',b'12-Oct-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'Annual Repair work of  Kaharpura stop dam cum causeway (2020-21) Distt- Guna (M.P.)/ 2020-21/1 / 2020_WRD_90765_1',b'Madhya Pradesh',b'2020_WRD_90765_1'
b'51403.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:05 AM',"b'Sale of approx 30,000 qtls. New Molasses Season 2019-20/ Sale of Molasses / 2020_HBC_130472_1'",b'Haryana',b'2020_HBC_130472_1'
b'51404.',b'24-Nov-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Building Works/ EE-RandB-Divn.I-BAM-01/20-21 / 2020_EICCL_61398_14',b'Odisha',b'2020_EICCL_61398_14'
b'51405.',b'15-Sep-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'JJM Scheme  under North Tripura District during the year 2020-21/Construction of  Innovative  Water Tank Project based on existing cherra at Biramanipara/ 57/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10437_1',b'Tripura',b'2020_CEDWS_10437_1'
b'51406.',b'01-Aug-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'Overhauling job of HP and LP Valves of Unit 6 under T and A Dept. STPS , WBPDCL/ WBPDCL/STPS/NIT/E2102/20-21 / 2020_WBPDC_283952_1'",b'West Bengal',b'2020_WBPDC_283952_1'
b'51407.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Road work/ 08/2020/AE/LSGD/KLY / 2020_LSGD_361525_4',b'Kerala',b'2020_LSGD_361525_4'
b'51408.',b'14-Oct-2020 12:00 AM',b'03-Jun-2020 10:00 AM',"b'Construction of Innovative Scheme at Biramanipara of Chandipur ADC village village within the jurisdiction of Laljuri R.D Block under DWS Sub-Division, Kanchanpur/ 59/SE/DWS/C/KGT/2020-21 / 2020_CEDWS_10438_1'",b'Tripura',b'2020_CEDWS_10438_1'
b'51409.',b'17-Nov-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Building Works/ EE-RandB-Divn.I-BAM-01/20-21 / 2020_EICCL_61398_13',b'Odisha',b'2020_EICCL_61398_13'
b'51410.',b'29-Aug-2020 12:00 AM',b'03-Jun-2020 10:00 AM',b'Settlement of Manubazar CL Shop under South Tripura District/ No.20(47)/PART-I/DM/S/EX / 2020_Excis_10420_1',b'Tripura',b'2020_Excis_10420_1'
b'51391.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'Boundrywall Nirman KGVB Chhatrawas Block Khaniadhana/ 01-1/EERESSHIV/2020-21 / 2020_RES_88432_1',b'Madhya Pradesh',b'2020_RES_88432_1'
b'51392.',b'16-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'CONSTRUCTION OF ADDITIONAL ROOM AT MS HATOD AND MORGAOV/ 01/2020-21/8 / 2020_RES_90175_1',b'Madhya Pradesh',b'2020_RES_90175_1'
b'51393.',b'16-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'CONSTRUCTION OF WAITING ROOM AT KASTURBA GANDHI BALIKA CHATRAWAS MS TIRLA/ 01/2020-21/7 / 2020_RES_90174_1',b'Madhya Pradesh',b'2020_RES_90174_1'
b'51394.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'Samudayak Bhawan Nirman Kary Shivpuri nagar ke ward no. 01 Bachora Basti me Shivpuri nagar palika Shivpuri/ 01-2/EERESSHIV/2020-21 / 2020_RES_88793_1',b'Madhya Pradesh',b'2020_RES_88793_1'
b'51395.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'Hanuman Mandir Girmani Gram Panchayat Kharaidabar Pohari ka marammat kary Block Pohari/ 01-1/EERESSHIV/2020-21 / 2020_RES_88415_1',b'Madhya Pradesh',b'2020_RES_88415_1'
b'51396.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'Hostal Teacher Qwarter Nirman  Block Pichore/ 01-2/EERESSHIV/2020-21 / 2020_RES_88452_1',b'Madhya Pradesh',b'2020_RES_88452_1'
b'51397.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'Boundrywall Nirman KGVB Chhatrawas Satanwara Block Shivpuri/ 01-1/EERESSHIV/2020-21 / 2020_RES_88436_1',b'Madhya Pradesh',b'2020_RES_88436_1'
b'51398.',b'16-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'CONSTRUCTION OF ADDITIONAL ROOM AT MS TANDAKHEDA/ 01/2020-21/11 / 2020_RES_90178_1',b'Madhya Pradesh',b'2020_RES_90178_1'
b'51399.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'Balika Chhatrawas Nirman Block Khaniadhana/ 01-2/EERESSHIV/2020-21 / 2020_RES_88451_1',b'Madhya Pradesh',b'2020_RES_88451_1'
b'51400.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'Khel maidan ki Boundrywall Nirman kary Part 2 Gram GP Achroni block Khaniadhana/ 01-2/EERESSHIV/2020-21 / 2020_RES_88444_1',b'Madhya Pradesh',b'2020_RES_88444_1'
b'51381.',b'16-Jun-2020 12:00 AM',b'03-Jun-2020 11:00 AM',b'Construction of Cement  Concrete Road at Village Bhadola (Takshashila Nagar 25-03-175) Tq. and Distt. Buldana/ E-Tender Notice 01/2020-21 / 2020_BULDH_581311_2',b'Maharashtra',b'2020_BULDH_581311_2'
b'51382.',b'02-Jul-2020 12:00 AM',b'03-Jun-2020 11:00 AM',b'02.IMPROVEMENTTO INTERNAL B.T. ROAD IN CHANDOLI VASAHAT (BABITA SHEVARE HOME TO SHIVAJI VHANKHANDE TO MUTTAPPA BENALE HOME) AT BAMNOLI TAL MIRAJ DIST SANGLI/ 03/2019-20 / 2020_SANGL_565632_4',b'Maharashtra',b'2020_SANGL_565632_4'
b'51383.',b'02-Nov-2020 12:00 AM',b'03-Jun-2020 11:00 AM',b'Road work/ 5/AE/LSGD/VMD/20-21 / 2020_LSGD_361595_1',b'Kerala',b'2020_LSGD_361595_1'
b'51384.',b'19-Jun-2020 12:00 AM',b'03-Jun-2020 10:40 AM',b'Constructing Shoping Complex At Dhawalpuri Tal Parner Dist Ahmednagar/ GP/ET/20-21/GN/SHOP/9 / 2020_AHMED_581359_1',b'Maharashtra',b'2020_AHMED_581359_1'
b'51385.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'Khel maidan ki Boundrywall Nirman kary Part 2 Gram GP Achroni block Khaniadhana/ 01-2/EERESSHIV/2020-21 / 2020_RES_88444_1',b'Madhya Pradesh',b'2020_RES_88444_1'
b'51386.',b'07-Dec-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'CONSTRUCTION OF BOUNDRIWALL AT KASTURBA GHANDHI BALIKA CHATRAWAS DHARAWARA/ 01/2020-21/1 / 2020_RES_90168_1',b'Madhya Pradesh',b'2020_RES_90168_1'
b'51387.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'Boundrywall Nirman KGVB Chhatrawas Block Khaniadhana/ 01-1/EERESSHIV/2020-21 / 2020_RES_88432_1',b'Madhya Pradesh',b'2020_RES_88432_1'
b'51388.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'Hostal Teacher Qwarter Nirman  Block Pichore/ 01-2/EERESSHIV/2020-21 / 2020_RES_88452_1',b'Madhya Pradesh',b'2020_RES_88452_1'
b'51389.',b'13-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'Hanuman Mandir Girmani Gram Panchayat Kharaidabar Pohari ka marammat kary Block Pohari/ 01-1/EERESSHIV/2020-21 / 2020_RES_88415_1',b'Madhya Pradesh',b'2020_RES_88415_1'
b'51390.',b'16-Jul-2020 12:00 AM',b'03-Jun-2020 10:30 AM',b'CONSTRUCTION OF ADDITIONAL ROOM AT MS HATOD AND MORGAOV/ 01/2020-21/8 / 2020_RES_90175_1',b'Madhya Pradesh',b'2020_RES_90175_1'
b'51371.',b'30-Jul-2020 12:00 AM',b'03-Jun-2020 11:00 AM',"b'Labour only for Major and Minor repairing work of India Mark II hand pump including replacement of unserviceable parts such as washer, cylinder, riser pipe, link rod either one or more parts as the case may be along with overhauling minor repairing/ NIT No-01/EE/PHED/2020-21/Gwalior Dated 06.05.20 / 2020_PHED_88295_2'",b'Madhya Pradesh',b'2020_PHED_88295_2'
b'51372.',b'02-Nov-2020 12:00 AM',b'03-Jun-2020 11:00 AM',b'Road work/ 5/AE/LSGD/VMD/20-21 / 2020_LSGD_361595_1',b'Kerala',b'2020_LSGD_361595_1'
b'51373.',b'23-Sep-2020 12:00 AM',b'03-Jun-2020 11:00 AM',b'CONSTRUCTION OF STOPDAM AT GORAIYA MATA ROAD WARD NO. 08 AT SATAI/ NIT/3126/ETENDER/02.06.2020 / 2020_UAD_91829_1',b'Madhya Pradesh',b'2020_UAD_91829_1'
